,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,availability_60,availability_90,availability_365,number_of_reviews_ltm,reviews_per_month
3754,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Poco disponible,Disponible
3755,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Comun,Raro,Abundante,Poco disponible,Poco disponible
3756,Mala,Mala,Disponible,Abundante,Poco disponible,Escaso,61-81,Comun,Común,Común,Disponible,Poco disponible
3757,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,20-40,Escaso,Escaso,Disponible,Poco disponible,Poco disponible
3758,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Escaso,Disponible,Disponible
3759,Mala,Mala,Disponible,Abundante,Poco disponible,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
3760,Mala,Mala,Poco disponible,Escaso,Abundante,Poco disponible,164-183,Disponible,Poco disponible,Raro,Disponible,Disponible
3761,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,41-60,Comun,Común,Abundante,Disponible,Disponible
3762,Mala,Mala,Abundante,Frecuente,Escaso,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
3763,Mala,Mala,Disponible,Frecuente,Abundante,Escaso,123-142,Comun,Común,Común,Disponible,Disponible
3764,Mala,Mala,Raro,Abundante,Poco disponible,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
3765,Mala,Mala,Poco disponible,Abundante,Escaso,Poco disponible,61-81,Comun,Común,Común,Escaso,Abundante
3766,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,61-81,Comun,Común,Poco disponible,Disponible,Abundante
3767,Mala,Mala,Raro,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
3768,Mala,Mala,Disponible,Abundante,Escaso,Normal,61-81,Comun,Común,Común,Disponible,Disponible
3769,Mala,Mala,Escaso,Poco disponible,Poco disponible,Disponible,102-122,Comun,Común,Común,Disponible,Disponible
3770,Mala,Mala,Disponible,Abundante,Escaso,Abundante,61-81,Comun,Común,Poco disponible,Disponible,Disponible
3771,Mala,Mala,Poco disponible,Escaso,Abundante,Escaso,41-60,Comun,Raro,Común,Escaso,Disponible
3772,Mala,Mala,Disponible,Poco disponible,Abundante,Disponible,82-101,Comun,Común,Común,Disponible,Disponible
3773,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Disponible,Disponible,Disponible,Raro,Abundante
3774,Mala,Mala,Disponible,Frecuente,Poco disponible,Escaso,41-60,Raro,Raro,Común,Poco disponible,Escaso
3775,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,20-40,Comun,Común,Raro,Disponible,Escaso
3776,Mala,Mala,Poco disponible,Abundante,Disponible,Disponible,61-81,Comun,Común,Común,Disponible,Escaso
3777,Mala,Mala,Disponible,Escaso,Escaso,Abundante,61-81,Comun,Común,Escaso,Disponible,Disponible
3778,Mala,Mala,Escaso,Poco disponible,Poco disponible,Disponible,20-40,Escaso,Abundante,Frecuente,Disponible,Disponible
3779,Mala,Mala,Poco disponible,Abundante,Abundante,Escaso,61-81,Escaso,Escaso,Común,Abundante,Disponible
3780,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Poco disponible,Poco disponible,Frecuente,Poco disponible,Disponible
3781,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Disponible
3782,Mala,Mala,Disponible,Escaso,Escaso,Normal,164-183,Comun,Raro,Común,Disponible,Disponible
3783,Mala,Mala,Disponible,Poco disponible,Abundante,Disponible,20-40,Comun,Común,Escaso,Disponible,Disponible
3784,Mala,Buena,Disponible,Escaso,Escaso,Abundante,143-163,Comun,Común,Común,Disponible,Disponible
3785,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Disponible,Disponible,Raro,Disponible,Abundante
3786,Mala,Mala,Disponible,Abundante,Abundante,Abundante,41-60,Comun,Raro,Escaso,Abundante,Poco disponible
3787,Mala,Mala,Disponible,Abundante,Abundante,Escaso,61-81,Comun,Frecuente,Poco disponible,Escaso,Abundante
3788,Mala,Mala,Disponible,Poco disponible,Abundante,Disponible,82-101,Comun,Común,Común,Disponible,Abundante
3789,Mala,Mala,Escaso,Abundante,Poco disponible,Poco disponible,41-60,Raro,Raro,Abundante,Disponible,Disponible
3790,Mala,Mala,Disponible,Escaso,Poco disponible,Escaso,20-40,Escaso,Frecuente,Raro,Poco disponible,Frecuente
3791,Mala,Mala,Disponible,Abundante,Poco disponible,Normal,61-81,Comun,Común,Común,Poco disponible,Disponible
3792,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,41-60,Escaso,Escaso,Común,Abundante,Poco disponible
3793,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Abundante,Disponible,Poco disponible
3794,Mala,Mala,Disponible,Abundante,Abundante,Abundante,164-183,Comun,Común,Común,Disponible,Poco disponible
3795,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,0-19,Comun,Común,Común,Disponible,Poco disponible
3796,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Frecuente,Frecuente,Escaso,Frecuente,Poco disponible
3797,Mala,Buena,Poco disponible,Escaso,Poco disponible,Poco disponible,41-60,Comun,Común,Común,Disponible,Poco disponible
3798,Mala,Buena,Disponible,Poco disponible,Poco disponible,Poco disponible,82-101,Comun,Común,Común,Disponible,Disponible
3799,Mala,Buena,Disponible,Poco disponible,Poco disponible,Abundante,143-163,Comun,Común,Común,Disponible,Disponible
3800,Mala,Buena,Disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Disponible
3801,Mala,Mala,Disponible,Escaso,Escaso,Abundante,102-122,Disponible,Poco disponible,Disponible,Raro,Poco disponible
3802,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
3803,Mala,Mala,Poco disponible,Abundante,Escaso,Abundante,184-205,Comun,Común,Común,Disponible,Disponible
3804,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Común,Disponible,Disponible
3805,Mala,Mala,Disponible,Abundante,Escaso,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
3806,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Raro,Raro,Común,Poco disponible,Frecuente
3807,Mala,Mala,Disponible,Frecuente,Escaso,Normal,61-81,Comun,Común,Común,Disponible,Frecuente
3808,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Común,Disponible,Disponible
3809,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Común,Disponible,Disponible
3810,Mala,Buena,Disponible,Poco disponible,Abundante,Abundante,82-101,Comun,Común,Raro,Disponible,Disponible
3811,Mala,Mala,Disponible,Escaso,Abundante,Abundante,82-101,Raro,Común,Poco disponible,Raro,Escaso
3812,Mala,Mala,Abundante,Poco disponible,Abundante,Disponible,20-40,Abundante,Escaso,Escaso,Disponible,Disponible
3813,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,0-19,Comun,Común,Raro,Poco disponible,Poco disponible
3814,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Común,Disponible,Disponible
3815,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Poco disponible,Disponible,Disponible
3816,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Común,Abundante,Poco disponible
3817,Mala,Mala,Disponible,Escaso,Escaso,Abundante,61-81,Comun,Común,Raro,Disponible,Poco disponible
3818,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Comun,Común,Común,Disponible,Poco disponible
3819,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
3820,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
3821,Mala,Mala,Disponible,Poco disponible,Abundante,Poco disponible,61-81,Escaso,Abundante,Abundante,Escaso,Poco disponible
3822,Mala,Mala,Disponible,Frecuente,Abundante,Escaso,61-81,Comun,Común,Común,Disponible,Poco disponible
3823,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Raro,Raro,Común,Poco disponible,Escaso
3824,Mala,Mala,Disponible,Escaso,Poco disponible,Abundante,61-81,Comun,Común,Común,Disponible,Escaso
3825,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,143-163,Comun,Común,Común,Disponible,Escaso
3826,Mala,Mala,Disponible,Escaso,Escaso,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
3827,Mala,Mala,Frecuente,Abundante,Poco disponible,Abundante,61-81,Comun,Común,Abundante,Disponible,Disponible
3828,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,0-19,Poco disponible,Poco disponible,Poco disponible,Poco disponible,Poco disponible
3829,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,164-183,Comun,Común,Común,Disponible,Poco disponible
3830,Mala,Mala,Poco disponible,Poco disponible,Abundante,Abundante,102-122,Comun,Común,Poco disponible,Disponible,Disponible
3831,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,82-101,Escaso,Abundante,Disponible,Disponible,Disponible
3832,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,20-40,Frecuente,Raro,Poco disponible,Disponible,Disponible
3833,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
3834,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,143-163,Comun,Común,Poco disponible,Disponible,Disponible
3835,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,82-101,Comun,Común,Común,Disponible,Disponible
3836,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,82-101,Comun,Común,Frecuente,Disponible,Disponible
3837,Mala,Mala,Disponible,Abundante,Poco disponible,Escaso,20-40,Abundante,Frecuente,Abundante,Escaso,Disponible
3838,Mala,Mala,Disponible,Escaso,Abundante,Abundante,61-81,Comun,Común,Poco disponible,Disponible,Disponible
3839,Mala,Mala,Disponible,Abundante,Abundante,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
3840,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
3841,Mala,Mala,Disponible,Frecuente,Abundante,Normal,82-101,Comun,Común,Común,Abundante,Disponible
3842,Mala,Mala,Poco disponible,Abundante,Abundante,Escaso,82-101,Disponible,Disponible,Disponible,Disponible,Disponible
3843,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Escaso,Escaso,Disponible
3844,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Común,Frecuente,Abundante
3845,Mala,Mala,Poco disponible,Poco disponible,Abundante,Normal,143-163,Comun,Común,Común,Disponible,Abundante
3846,Mala,Mala,Disponible,Poco disponible,Abundante,Abundante,82-101,Comun,Común,Escaso,Disponible,Disponible
3847,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,184-205,Comun,Común,Común,Disponible,Disponible
3848,Mala,Mala,Disponible,Escaso,Escaso,Escaso,41-60,Comun,Raro,Común,Abundante,Disponible
3849,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,123-142,Comun,Común,Común,Disponible,Disponible
3850,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,0-19,Comun,Común,Escaso,Abundante,Poco disponible
3851,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Poco disponible
3852,Mala,Mala,Disponible,Frecuente,Escaso,Escaso,61-81,Comun,Común,Común,Disponible,Poco disponible
3853,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,82-101,Disponible,Poco disponible,Poco disponible,Abundante,Poco disponible
3854,Mala,Mala,Raro,Poco disponible,Poco disponible,Disponible,102-122,Comun,Común,Escaso,Abundante,Abundante
3855,Mala,Mala,Disponible,Abundante,Escaso,Poco disponible,61-81,Comun,Común,Escaso,Disponible,Disponible
3856,Mala,Mala,Disponible,Escaso,Escaso,Abundante,61-81,Comun,Común,Poco disponible,Disponible,Disponible
3857,Mala,Mala,Disponible,Frecuente,Escaso,Poco disponible,61-81,Disponible,Disponible,Disponible,Disponible,Disponible
3858,Mala,Buena,Poco disponible,Frecuente,Abundante,Poco disponible,123-142,Raro,Raro,Común,Disponible,Disponible
3859,Mala,Buena,Disponible,Abundante,Abundante,Abundante,123-142,Comun,Común,Común,Disponible,Disponible
3860,Mala,Buena,Disponible,Abundante,Abundante,Poco disponible,184-205,Comun,Común,Común,Disponible,Disponible
3861,Mala,Buena,Disponible,Abundante,Poco disponible,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
3862,Mala,Buena,Disponible,Abundante,Poco disponible,Escaso,61-81,Comun,Común,Poco disponible,Disponible,Disponible
3863,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,143-163,Comun,Común,Común,Disponible,Disponible
3864,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
3865,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
3866,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,82-101,Comun,Común,Común,Disponible,Disponible
3867,Mala,Mala,Disponible,Abundante,Poco disponible,Escaso,123-142,Comun,Común,Frecuente,Poco disponible,Disponible
3868,Mala,Mala,Escaso,Frecuente,Escaso,Escaso,143-163,Comun,Común,Común,Disponible,Disponible
3869,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Abundante,Poco disponible
3870,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Común,Disponible,Poco disponible
3871,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,164-183,Comun,Común,Común,Disponible,Poco disponible
3872,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Comun,Común,Común,Disponible,Poco disponible
3873,Mala,Mala,Disponible,Poco disponible,Poco disponible,Escaso,41-60,Comun,Común,Raro,Disponible,Disponible
3874,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,143-163,Comun,Común,Común,Disponible,Disponible
3875,Mala,Mala,Disponible,Escaso,Abundante,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
3876,Mala,Mala,Disponible,Escaso,Poco disponible,Normal,61-81,Comun,Común,Común,Disponible,Disponible
3877,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Poco disponible,Abundante,Abundante,Poco disponible,Disponible
3878,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
3879,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Comun,Común,Poco disponible,Disponible,Disponible
3880,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,123-142,Poco disponible,Poco disponible,Poco disponible,Disponible,Disponible
3881,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Raro,Raro,Frecuente,Disponible,Disponible
3882,Mala,Mala,Disponible,Escaso,Escaso,Escaso,102-122,Disponible,Disponible,Disponible,Poco disponible,Disponible
3883,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Raro,Raro,Escaso,Abundante,Poco disponible
3884,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,41-60,Comun,Raro,Escaso,Escaso,Poco disponible
3885,Mala,Mala,Disponible,Abundante,Escaso,Escaso,61-81,Comun,Común,Común,Disponible,Poco disponible
3886,Mala,Mala,Poco disponible,Escaso,Poco disponible,Abundante,61-81,Comun,Común,Común,Disponible,Poco disponible
3887,Mala,Mala,Disponible,Escaso,Escaso,Normal,82-101,Frecuente,Escaso,Disponible,Raro,Abundante
3888,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Frecuente,Frecuente,Escaso,Raro,Abundante
3889,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Frecuente,Disponible,Poco disponible
3890,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,41-60,Comun,Común,Poco disponible,Disponible,Poco disponible
3891,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
3892,Mala,Mala,Poco disponible,Escaso,Abundante,Escaso,20-40,Raro,Común,Común,Poco disponible,Raro
3893,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,82-101,Comun,Común,Poco disponible,Disponible,Raro
3894,Mala,Buena,Disponible,Escaso,Escaso,Escaso,61-81,Comun,Común,Frecuente,Disponible,Disponible
3895,Mala,Buena,Abundante,Abundante,Abundante,Escaso,143-163,Comun,Raro,Poco disponible,Disponible,Disponible
3896,Mala,Mala,Frecuente,Abundante,Abundante,Abundante,61-81,Frecuente,Raro,Frecuente,Poco disponible,Disponible
3897,Mala,Buena,Poco disponible,Poco disponible,Abundante,Abundante,82-101,Disponible,Poco disponible,Poco disponible,Disponible,Disponible
3898,Mala,Buena,Poco disponible,Escaso,Escaso,Escaso,164-183,Comun,Común,Común,Disponible,Disponible
3899,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Poco disponible,82-101,Comun,Común,Común,Disponible,Disponible
3900,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Poco disponible,Disponible,Disponible
3901,Mala,Mala,Disponible,Escaso,Abundante,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
3902,Mala,Mala,Poco disponible,Escaso,Abundante,Abundante,61-81,Disponible,Disponible,Disponible,Disponible,Disponible
3903,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Raro,Frecuente,Frecuente,Abundante
3904,Mala,Mala,Disponible,Escaso,Abundante,Abundante,123-142,Comun,Común,Escaso,Disponible,Disponible
3905,Mala,Mala,Poco disponible,Frecuente,Poco disponible,Escaso,82-101,Disponible,Disponible,Escaso,Disponible,Disponible
3906,Mala,Mala,Disponible,Abundante,Poco disponible,Escaso,82-101,Comun,Común,Común,Disponible,Disponible
3907,Mala,Mala,Disponible,Frecuente,Poco disponible,Normal,61-81,Comun,Común,Común,Disponible,Disponible
3908,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,123-142,Comun,Común,Común,Disponible,Disponible
3909,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Frecuente,Frecuente,Común,Poco disponible,Raro
3910,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,61-81,Escaso,Abundante,Disponible,Disponible,Poco disponible
3911,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Comun,Común,Común,Disponible,Poco disponible
3912,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Frecuente,Raro,Frecuente,Raro,Poco disponible
3913,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,143-163,Escaso,Abundante,Escaso,Escaso,Poco disponible
3914,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Disponible,Disponible,Poco disponible
3915,Mala,Mala,Disponible,Escaso,Poco disponible,Disponible,20-40,Comun,Común,Común,Disponible,Poco disponible
3916,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Común,Disponible,Poco disponible
3917,Mala,Mala,Poco disponible,Escaso,Abundante,Abundante,41-60,Comun,Raro,Escaso,Disponible,Disponible
3918,Mala,Mala,Poco disponible,Escaso,Abundante,Poco disponible,164-183,Poco disponible,Poco disponible,Escaso,Frecuente,Poco disponible
3919,Mala,Mala,Disponible,Escaso,Poco disponible,Abundante,82-101,Abundante,Escaso,Raro,Escaso,Poco disponible
3920,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Abundante,Escaso,Disponible,Disponible,Disponible
3921,Mala,Mala,Poco disponible,Abundante,Escaso,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
3922,Mala,Buena,Escaso,Abundante,Poco disponible,Normal,164-183,Comun,Común,Común,Disponible,Disponible
3923,Mala,Mala,Disponible,Poco disponible,Poco disponible,Abundante,20-40,Escaso,Escaso,Escaso,Frecuente,Abundante
3924,Mala,Mala,Poco disponible,Escaso,Abundante,Abundante,164-183,Comun,Común,Escaso,Disponible,Disponible
3925,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,184-205,Comun,Común,Común,Disponible,Disponible
3926,Mala,Mala,Disponible,Escaso,Escaso,Abundante,61-81,Comun,Común,Escaso,Disponible,Disponible
3927,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Comun,Común,Escaso,Disponible,Disponible
3928,Mala,Mala,Poco disponible,Abundante,Abundante,Abundante,41-60,Comun,Común,Poco disponible,Disponible,Disponible
3929,Mala,Mala,Disponible,Escaso,Poco disponible,Escaso,61-81,Comun,Común,Poco disponible,Disponible,Disponible
3930,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,41-60,Raro,Raro,Poco disponible,Abundante,Abundante
3931,Mala,Mala,Disponible,Abundante,Escaso,Abundante,123-142,Comun,Común,Común,Disponible,Abundante
3932,Mala,Mala,Disponible,Escaso,Escaso,Escaso,61-81,Comun,Común,Común,Disponible,Disponible
3933,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,20-40,Raro,Raro,Escaso,Disponible,Disponible
3934,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,0-19,Frecuente,Frecuente,Común,Poco disponible,Poco disponible
3935,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Disponible,Disponible,Poco disponible,Disponible,Poco disponible
3936,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,82-101,Escaso,Escaso,Poco disponible,Poco disponible,Poco disponible
3937,Mala,Mala,Poco disponible,Abundante,Poco disponible,Normal,41-60,Frecuente,Frecuente,Abundante,Disponible,Disponible
3938,Mala,Mala,Disponible,Disponible,Poco disponible,Normal,61-81,Comun,Común,Común,Disponible,Disponible
3939,Mala,Mala,Disponible,Poco disponible,Poco disponible,Normal,61-81,Comun,Común,Poco disponible,Disponible,Disponible
3940,Mala,Buena,Disponible,Escaso,Abundante,Escaso,61-81,Comun,Raro,Escaso,Poco disponible,Disponible
3941,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Poco disponible,Abundante,Disponible
3942,Mala,Mala,Disponible,Abundante,Escaso,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
3943,Mala,Mala,Disponible,Frecuente,Escaso,Abundante,61-81,Escaso,Escaso,Frecuente,Frecuente,Escaso
3944,Mala,Mala,Disponible,Escaso,Abundante,Poco disponible,41-60,Comun,Común,Escaso,Frecuente,Abundante
3945,Mala,Mala,Disponible,Escaso,Abundante,Escaso,61-81,Comun,Común,Poco disponible,Disponible,Abundante
3946,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,102-122,Comun,Común,Poco disponible,Disponible,Abundante
3947,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Disponible,102-122,Comun,Común,Común,Poco disponible,Disponible
3948,Mala,Buena,Disponible,Abundante,Escaso,Abundante,61-81,Comun,Común,Escaso,Disponible,Disponible
3949,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,82-101,Comun,Raro,Común,Disponible,Disponible
3950,Mala,Mala,Disponible,Poco disponible,Abundante,Poco disponible,20-40,Comun,Común,Raro,Frecuente,Poco disponible
3951,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,61-81,Escaso,Escaso,Abundante,Raro,Poco disponible
3952,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Abundante,Abundante,Abundante,Disponible,Disponible
3953,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Común,Disponible,Disponible
3954,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Poco disponible,Disponible
3955,Mala,Mala,Disponible,Abundante,Escaso,Normal,184-205,Comun,Común,Común,Disponible,Disponible
3956,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,0-19,Comun,Común,Raro,Disponible,Disponible
3957,Mala,Mala,Disponible,Abundante,Abundante,Abundante,61-81,Disponible,Disponible,Poco disponible,Disponible,Disponible
3958,Mala,Mala,Disponible,Escaso,Escaso,Normal,164-183,Comun,Común,Común,Disponible,Disponible
3959,Mala,Mala,Disponible,Abundante,Abundante,Poco disponible,61-81,Disponible,Disponible,Abundante,Disponible,Disponible
3960,Mala,Mala,Poco disponible,Poco disponible,Abundante,Poco disponible,0-19,Disponible,Disponible,Abundante,Disponible,Poco disponible
3961,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Raro,Raro,Frecuente,Disponible,Disponible
3962,Mala,Mala,Disponible,Escaso,Escaso,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
3963,Mala,Mala,Disponible,Abundante,Escaso,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
3964,Mala,Mala,Disponible,Abundante,Abundante,Normal,61-81,Comun,Común,Común,Disponible,Disponible
3965,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,102-122,Comun,Común,Común,Disponible,Disponible
3966,Mala,Mala,Raro,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Común,Disponible,Disponible
3967,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,164-183,Comun,Común,Poco disponible,Disponible,Disponible
3968,Mala,Mala,Disponible,Escaso,Poco disponible,Normal,61-81,Comun,Común,Escaso,Disponible,Disponible
3969,Mala,Mala,Poco disponible,Escaso,Poco disponible,Poco disponible,20-40,Raro,Raro,Frecuente,Poco disponible,Poco disponible
3970,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,82-101,Disponible,Disponible,Disponible,Disponible,Disponible
3971,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Escaso,Disponible,Disponible
3972,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Común,Disponible,Disponible
3973,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,82-101,Comun,Común,Común,Disponible,Disponible
3974,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,164-183,Comun,Común,Poco disponible,Disponible,Disponible
3975,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,61-81,Comun,Común,Común,Disponible,Disponible
3976,Mala,Mala,Raro,Escaso,Poco disponible,Abundante,41-60,Disponible,Disponible,Poco disponible,Escaso,Disponible
3977,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,123-142,Comun,Común,Escaso,Disponible,Disponible
3978,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,123-142,Comun,Común,Común,Disponible,Disponible
3979,Mala,Mala,Abundante,Poco disponible,Abundante,Abundante,143-163,Comun,Común,Poco disponible,Disponible,Disponible
3980,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Disponible,Disponible,Disponible,Disponible,Disponible
3981,Mala,Mala,Raro,Abundante,Poco disponible,Normal,61-81,Comun,Frecuente,Común,Disponible,Disponible
3982,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Comun,Común,Escaso,Disponible,Disponible
