,host_response_rate,host_acceptance_rate,host_total_listings_count,accommodates,bathrooms,beds,price,availability_60,availability_90,availability_365,number_of_reviews_ltm,reviews_per_month
33051,Mala,Mala,Disponible,Poco disponible,Abundante,Disponible,61-81,Comun,Común,Común,Disponible,Poco disponible
33052,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Raro,Frecuente,Disponible,Disponible
33053,Mala,Mala,Abundante,Escaso,Abundante,Disponible,61-81,Disponible,Poco disponible,Disponible,Disponible,Disponible
33054,Mala,Mala,Disponible,Escaso,Poco disponible,Disponible,0-19,Comun,Común,Raro,Disponible,Disponible
33055,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,0-19,Comun,Común,Raro,Disponible,Disponible
33056,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,82-101,Comun,Común,Común,Disponible,Disponible
33057,Mala,Mala,Poco disponible,Abundante,Abundante,Disponible,61-81,Comun,Común,Raro,Disponible,Disponible
33058,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Raro,Disponible,Disponible
33059,Mala,Mala,Poco disponible,Frecuente,Abundante,Disponible,41-60,Comun,Común,Raro,Disponible,Disponible
33060,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,143-163,Disponible,Disponible,Disponible,Disponible,Disponible
33061,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Raro,Frecuente,Frecuente,Disponible,Poco disponible
33062,Mala,Mala,Disponible,Abundante,Abundante,Disponible,41-60,Comun,Común,Raro,Disponible,Poco disponible
33063,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,20-40,Comun,Común,Raro,Disponible,Poco disponible
33064,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,20-40,Comun,Común,Raro,Disponible,Poco disponible
33065,Mala,Mala,Disponible,Escaso,Abundante,Normal,184-205,Comun,Común,Común,Disponible,Poco disponible
33066,Mala,Mala,Poco disponible,Abundante,Escaso,Disponible,61-81,Comun,Común,Raro,Disponible,Poco disponible
33067,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Poco disponible,Disponible,Poco disponible
33068,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Abundante,Poco disponible,Disponible,Disponible,Abundante
33069,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Raro,Disponible,Abundante
33070,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Abundante,Frecuente,Poco disponible,Disponible,Abundante
33071,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,61-81,Raro,Raro,Común,Disponible,Abundante
33072,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,20-40,Comun,Común,Frecuente,Disponible,Abundante
33073,Mala,Mala,Poco disponible,Escaso,Abundante,Disponible,123-142,Comun,Común,Escaso,Disponible,Abundante
33074,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,82-101,Comun,Común,Raro,Disponible,Abundante
33075,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Frecuente,Disponible,Frecuente
33076,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,82-101,Comun,Común,Raro,Disponible,Frecuente
33077,Mala,Mala,Disponible,Escaso,Poco disponible,Escaso,20-40,Comun,Común,Frecuente,Disponible,Abundante
33078,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,82-101,Comun,Común,Raro,Disponible,Abundante
33079,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Comun,Común,Escaso,Disponible,Abundante
33080,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,20-40,Poco disponible,Abundante,Abundante,Poco disponible,Raro
33081,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Comun,Común,Raro,Disponible,Raro
33082,Mala,Mala,Frecuente,Abundante,Poco disponible,Disponible,61-81,Comun,Común,Poco disponible,Disponible,Raro
33083,Mala,Buena,Disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Frecuente,Disponible,Raro
33084,Mala,Mala,Disponible,Escaso,Abundante,Abundante,61-81,Disponible,Disponible,Abundante,Disponible,Raro
33085,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,20-40,Comun,Común,Poco disponible,Disponible,Poco disponible
33086,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,164-183,Comun,Común,Raro,Disponible,Poco disponible
33087,Mala,Mala,Disponible,Abundante,Abundante,Abundante,82-101,Disponible,Disponible,Abundante,Disponible,Escaso
33088,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Frecuente,Disponible,Escaso
33089,Mala,Mala,Abundante,Abundante,Poco disponible,Escaso,61-81,Comun,Raro,Abundante,Disponible,Escaso
33090,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Escaso,Disponible,Poco disponible
33091,Mala,Mala,Disponible,Poco disponible,Escaso,Disponible,41-60,Comun,Común,Raro,Disponible,Poco disponible
33092,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,20-40,Comun,Raro,Abundante,Disponible,Poco disponible
33093,Mala,Mala,Escaso,Disponible,Poco disponible,Disponible,20-40,Comun,Común,Raro,Disponible,Poco disponible
33094,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,20-40,Comun,Común,Raro,Disponible,Poco disponible
33095,Mala,Mala,Disponible,Escaso,Disponible,Poco disponible,82-101,Abundante,Escaso,Abundante,Disponible,Poco disponible
33096,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,102-122,Comun,Común,Raro,Disponible,Poco disponible
33097,Mala,Buena,Abundante,Poco disponible,Poco disponible,Poco disponible,61-81,Comun,Común,Raro,Disponible,Poco disponible
33098,Mala,Buena,Disponible,Poco disponible,Abundante,Disponible,20-40,Comun,Común,Raro,Disponible,Poco disponible
33099,Mala,Mala,Poco disponible,Escaso,Poco disponible,Poco disponible,164-183,Comun,Frecuente,Poco disponible,Disponible,Poco disponible
33100,Mala,Mala,Poco disponible,Abundante,Abundante,Normal,164-183,Poco disponible,Abundante,Disponible,Disponible,Escaso
33101,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,20-40,Comun,Común,Poco disponible,Disponible,Escaso
33102,Mala,Mala,Disponible,Poco disponible,Poco disponible,Abundante,20-40,Comun,Común,Raro,Disponible,Escaso
33103,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,0-19,Comun,Común,Raro,Disponible,Abundante
33104,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,20-40,Comun,Común,Común,Disponible,Abundante
33105,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Disponible,Disponible,Poco disponible
33106,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,20-40,Comun,Común,Raro,Disponible,Poco disponible
33107,Mala,Mala,Escaso,Poco disponible,Poco disponible,Disponible,0-19,Comun,Común,Poco disponible,Disponible,Disponible
33108,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,143-163,Comun,Común,Raro,Disponible,Disponible
33109,Mala,Mala,Disponible,Escaso,Poco disponible,Disponible,20-40,Comun,Común,Raro,Disponible,Disponible
33110,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,0-19,Comun,Común,Poco disponible,Disponible,Poco disponible
33111,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Raro,Poco disponible,Disponible,Poco disponible
33112,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Abundante,Poco disponible,Disponible,Disponible,Poco disponible
33113,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,123-142,Comun,Común,Raro,Disponible,Poco disponible
33114,Mala,Mala,Disponible,Disponible,Poco disponible,Abundante,20-40,Comun,Común,Raro,Disponible,Poco disponible
33115,Mala,Mala,Raro,Abundante,Abundante,Poco disponible,82-101,Raro,Raro,Abundante,Disponible,Escaso
33116,Mala,Mala,Disponible,Escaso,Poco disponible,Normal,41-60,Escaso,Abundante,Frecuente,Disponible,Escaso
33117,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Comun,Común,Escaso,Disponible,Poco disponible
33118,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Disponible,Disponible,Escaso,Disponible,Escaso
33119,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Escaso,Frecuente,Común,Disponible,Escaso
33120,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,20-40,Raro,Común,Común,Disponible,Abundante
33121,Mala,Mala,Frecuente,Abundante,Abundante,Poco disponible,61-81,Escaso,Frecuente,Común,Disponible,Poco disponible
33122,Mala,Mala,Escaso,Abundante,Abundante,Abundante,41-60,Comun,Común,Poco disponible,Disponible,Poco disponible
33123,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,20-40,Escaso,Frecuente,Raro,Disponible,Poco disponible
33124,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,41-60,Abundante,Escaso,Raro,Disponible,Poco disponible
33125,Mala,Mala,Frecuente,Abundante,Abundante,Poco disponible,41-60,Abundante,Escaso,Raro,Disponible,Raro
33126,Mala,Mala,Disponible,Abundante,Abundante,Abundante,41-60,Escaso,Abundante,Disponible,Disponible,Poco disponible
33127,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,20-40,Raro,Común,Común,Disponible,Poco disponible
33128,Mala,Mala,Frecuente,Abundante,Poco disponible,Poco disponible,20-40,Abundante,Escaso,Común,Disponible,Poco disponible
33129,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,0-19,Comun,Común,Raro,Disponible,Poco disponible
33130,Mala,Mala,Frecuente,Escaso,Abundante,Normal,123-142,Escaso,Frecuente,Común,Disponible,Poco disponible
33131,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,0-19,Raro,Raro,Escaso,Disponible,Abundante
33132,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Poco disponible,20-40,Abundante,Abundante,Raro,Disponible,Poco disponible
33133,Mala,Mala,Disponible,Poco disponible,Abundante,Disponible,20-40,Comun,Común,Raro,Disponible,Poco disponible
33134,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,20-40,Escaso,Frecuente,Común,Disponible,Raro
33135,Mala,Buena,Disponible,Abundante,Abundante,Poco disponible,143-163,Comun,Común,Raro,Disponible,Raro
33136,Mala,Mala,Abundante,Abundante,Poco disponible,Escaso,20-40,Comun,Común,Poco disponible,Disponible,Frecuente
33137,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,41-60,Frecuente,Raro,Frecuente,Disponible,Frecuente
33138,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,20-40,Raro,Común,Común,Disponible,Poco disponible
33139,Mala,Mala,Frecuente,Abundante,Abundante,Poco disponible,82-101,Poco disponible,Escaso,Raro,Disponible,Poco disponible
33140,Mala,Mala,Disponible,Poco disponible,Disponible,Disponible,61-81,Raro,Común,Poco disponible,Disponible,Poco disponible
33141,Mala,Mala,Frecuente,Abundante,Poco disponible,Poco disponible,41-60,Frecuente,Raro,Común,Disponible,Poco disponible
33142,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,20-40,Comun,Común,Escaso,Disponible,Poco disponible
33143,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,0-19,Comun,Común,Raro,Disponible,Poco disponible
33144,Mala,Mala,Poco disponible,Frecuente,Abundante,Normal,143-163,Comun,Común,Común,Disponible,Escaso
33145,Mala,Mala,Escaso,Abundante,Abundante,Poco disponible,41-60,Disponible,Disponible,Disponible,Disponible,Disponible
33146,Mala,Mala,Poco disponible,Abundante,Abundante,Poco disponible,41-60,Comun,Común,Frecuente,Disponible,Disponible
33147,Mala,Mala,Poco disponible,Escaso,Abundante,Poco disponible,41-60,Disponible,Disponible,Escaso,Disponible,Disponible
33148,Mala,Mala,Escaso,Escaso,Abundante,Poco disponible,102-122,Comun,Común,Abundante,Disponible,Disponible
33149,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,41-60,Frecuente,Frecuente,Abundante,Disponible,Poco disponible
33150,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Frecuente,Raro,Abundante,Disponible,Poco disponible
33151,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,41-60,Escaso,Escaso,Disponible,Disponible,Poco disponible
33152,Mala,Mala,Disponible,Poco disponible,Poco disponible,Poco disponible,20-40,Escaso,Escaso,Abundante,Disponible,Escaso
33153,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,20-40,Disponible,Disponible,Poco disponible,Disponible,Escaso
33154,Mala,Mala,Abundante,Abundante,Abundante,Abundante,41-60,Comun,Común,Escaso,Disponible,Poco disponible
33155,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Escaso,Disponible,Poco disponible
33156,Mala,Mala,Raro,Poco disponible,Poco disponible,Poco disponible,41-60,Comun,Común,Abundante,Disponible,Poco disponible
33157,Mala,Mala,Escaso,Abundante,Abundante,Disponible,102-122,Abundante,Escaso,Frecuente,Disponible,Escaso
33158,Mala,Buena,Disponible,Abundante,Abundante,Disponible,41-60,Comun,Común,Frecuente,Disponible,Escaso
33159,Mala,Mala,Disponible,Abundante,Abundante,Disponible,41-60,Comun,Común,Escaso,Disponible,Escaso
33160,Mala,Mala,Disponible,Escaso,Poco disponible,Escaso,41-60,Comun,Raro,Escaso,Disponible,Escaso
33161,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Raro,Disponible,Escaso
33162,Mala,Mala,Disponible,Frecuente,Escaso,Escaso,61-81,Frecuente,Raro,Común,Disponible,Escaso
33163,Mala,Buena,Raro,Abundante,Poco disponible,Abundante,61-81,Comun,Frecuente,Poco disponible,Disponible,Escaso
33164,Mala,Buena,Disponible,Disponible,Poco disponible,Disponible,20-40,Comun,Común,Raro,Disponible,Escaso
33165,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,0-19,Abundante,Poco disponible,Escaso,Abundante,Poco disponible
33166,Mala,Mala,Escaso,Abundante,Poco disponible,Escaso,20-40,Comun,Común,Raro,Disponible,Poco disponible
33167,Mala,Mala,Poco disponible,Abundante,Poco disponible,Disponible,61-81,Comun,Común,Común,Disponible,Poco disponible
33168,Mala,Mala,Disponible,Frecuente,Abundante,Disponible,102-122,Escaso,Escaso,Disponible,Disponible,Poco disponible
33169,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,184-205,Escaso,Frecuente,Raro,Disponible,Abundante
33170,Mala,Mala,Disponible,Frecuente,Escaso,Normal,41-60,Comun,Raro,Frecuente,Disponible,Poco disponible
33171,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,61-81,Comun,Común,Raro,Disponible,Poco disponible
33172,Mala,Mala,Disponible,Abundante,Poco disponible,Abundante,20-40,Poco disponible,Abundante,Disponible,Disponible,Poco disponible
33173,Mala,Mala,Abundante,Abundante,Escaso,Disponible,61-81,Raro,Raro,Escaso,Disponible,Poco disponible
33174,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Poco disponible,61-81,Escaso,Abundante,Abundante,Disponible,Abundante
33175,Mala,Mala,Raro,Abundante,Poco disponible,Escaso,61-81,Raro,Frecuente,Poco disponible,Disponible,Poco disponible
33176,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Frecuente,Disponible,Poco disponible
33177,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Disponible,82-101,Comun,Común,Escaso,Disponible,Poco disponible
33178,Mala,Buena,Disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Frecuente,Disponible,Poco disponible
33179,Mala,Mala,Raro,Abundante,Poco disponible,Poco disponible,20-40,Comun,Raro,Escaso,Disponible,Poco disponible
33180,Mala,Mala,Poco disponible,Abundante,Escaso,Poco disponible,123-142,Comun,Común,Frecuente,Disponible,Poco disponible
33181,Mala,Mala,Frecuente,Poco disponible,Poco disponible,Disponible,41-60,Raro,Raro,Común,Disponible,Poco disponible
33182,Mala,Mala,Poco disponible,Abundante,Poco disponible,Disponible,184-205,Comun,Común,Común,Disponible,Poco disponible
33183,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Raro,Disponible,Poco disponible
33184,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Disponible,Disponible,Poco disponible,Disponible,Abundante
33185,Mala,Buena,Poco disponible,Disponible,Poco disponible,Disponible,41-60,Comun,Común,Raro,Disponible,Abundante
33186,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Disponible,61-81,Comun,Común,Raro,Disponible,Abundante
33187,Mala,Buena,Disponible,Abundante,Abundante,Disponible,61-81,Frecuente,Raro,Frecuente,Disponible,Abundante
33188,Mala,Mala,Abundante,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Frecuente,Disponible,Poco disponible
33189,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Raro,Común,Frecuente,Disponible,Poco disponible
33190,Mala,Mala,Disponible,Disponible,Poco disponible,Disponible,61-81,Comun,Común,Raro,Disponible,Poco disponible
33191,Mala,Mala,Abundante,Abundante,Poco disponible,Poco disponible,41-60,Frecuente,Raro,Poco disponible,Disponible,Poco disponible
33192,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Raro,Disponible,Poco disponible
33193,Mala,Mala,Raro,Poco disponible,Poco disponible,Abundante,20-40,Comun,Común,Raro,Disponible,Poco disponible
33194,Mala,Mala,Poco disponible,Escaso,Poco disponible,Escaso,41-60,Raro,Raro,Común,Disponible,Poco disponible
33195,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,61-81,Comun,Común,Raro,Disponible,Poco disponible
33196,Mala,Mala,Poco disponible,Abundante,Poco disponible,Poco disponible,41-60,Comun,Común,Frecuente,Disponible,Escaso
33197,Mala,Buena,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Común,Poco disponible,Disponible,Escaso
33198,Mala,Mala,Escaso,Disponible,Poco disponible,Disponible,61-81,Comun,Común,Raro,Disponible,Escaso
33199,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,20-40,Comun,Raro,Escaso,Disponible,Escaso
33200,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Común,Poco disponible,Disponible,Poco disponible
33201,Mala,Mala,Poco disponible,Abundante,Poco disponible,Abundante,20-40,Raro,Raro,Escaso,Disponible,Abundante
33202,Mala,Mala,Disponible,Abundante,Abundante,Abundante,102-122,Escaso,Abundante,Disponible,Disponible,Poco disponible
33203,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Poco disponible,Abundante,Frecuente,Poco disponible,Poco disponible
33204,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,0-19,Comun,Común,Raro,Disponible,Poco disponible
33205,Mala,Mala,Poco disponible,Poco disponible,Poco disponible,Disponible,41-60,Comun,Raro,Frecuente,Disponible,Poco disponible
33206,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Frecuente,Frecuente,Escaso,Poco disponible,Poco disponible
33207,Mala,Mala,Disponible,Abundante,Poco disponible,Poco disponible,61-81,Comun,Común,Raro,Disponible,Poco disponible
33208,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,0-19,Comun,Común,Escaso,Disponible,Poco disponible
33209,Mala,Mala,Disponible,Abundante,Poco disponible,Disponible,41-60,Disponible,Poco disponible,Escaso,Disponible,Poco disponible
33210,Mala,Mala,Poco disponible,Disponible,Poco disponible,Disponible,0-19,Comun,Común,Frecuente,Disponible,Poco disponible
33211,Mala,Mala,Disponible,Poco disponible,Poco disponible,Disponible,20-40,Comun,Raro,Frecuente,Disponible,Poco disponible
33212,Mala,Mala,Abundante,Abundante,Poco disponible,Disponible,20-40,Disponible,Disponible,Disponible,Disponible,Poco disponible
