,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,price,has_availability,instant_bookable,id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
2899,Carlos,2017-12-26,"Andalusia, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$87.00,t,t,1115287843273698468,164238204,14.0,16.0,36.725545474115634,-4.435420631159543,4.0,0.0,2.0,2.0,365,365,2.0,365.0,12,17,45,225,0.0,0.0,4.56,4.78,4.8,5.0,5.0,4.78,4.56,6.0,0.16
2900,Stay In,2021-09-09,"Andalusia, Spain",within an hour,97%,87%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$63.00,t,f,734800997805000596,422332697,45.0,61.0,36.72418,-4.42006,4.0,1.0,4.0,1.0,365,365,1.0,365.0,11,11,40,40,1.0,1.0,5.0,4.8,5.0,5.0,5.0,5.0,5.0,40.0,0.1
2901,Renthas Hospitality,2019-12-12,"Andalusia, Spain",within an hour,93%,100%,f,Urbanización Cortijo de Nagüeles,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$189.00,t,t,46017490,316795838,88.0,106.0,36.720036,-4.422257,4.0,2.0,3.0,2.0,365,365,2.5,356.4,11,28,48,114,9.0,4.0,4.78,4.67,4.56,4.89,4.89,5.0,4.44,25.0,0.36
2902,Del Parque Flats,2017-09-25,"Málaga, Spain",within an hour,100%,98%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$169.00,t,t,27769752,152016953,84.0,84.0,36.72426,-4.42294,6.0,3.0,4.0,1.0,365,365,2.6,71.4,22,49,79,354,51.0,2.0,4.31,4.41,4.29,4.63,4.75,4.75,4.45,62.0,0.72
2903,Mariola,2017-06-04,"Málaga, Spain",within an hour,95%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$95.00,t,t,49645759,133424993,22.0,23.0,36.723717597335,-4.4275698269836,4.0,1.0,2.0,1.0,365,365,2.0,365.0,6,10,31,299,28.0,6.0,4.82,4.96,4.86,4.89,4.82,4.61,4.79,22.0,0.74
2904,Del Parque Flats,2017-09-25,"Málaga, Spain",within an hour,100%,98%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$134.00,t,t,850481992208155403,152016953,84.0,84.0,36.722721813,-4.4,2.0,1.0,2.0,1.0,365,999,2.5,225.7,29,59,89,228,0.0,0.0,4.82,4.96,4.86,4.89,4.82,4.61,4.79,62.0,0.74
2905,Molimesa,2016-07-20,"Málaga, Spain",within a few hours,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$263.00,t,t,18239882,84913046,6.0,6.0,36.71701,-4.42062,7.0,3.0,3.0,1.0,1125,1125,1.1,1125.0,4,16,36,188,50.0,8.0,4.76,4.88,4.8,4.88,4.84,4.94,4.66,6.0,0.58
2906,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$105.00,t,t,43997642,80225433,20.0,22.4,36.72067,-4.4221,2.0,1.0,2.0,1.0,365,999,3.7,999.0,4,8,19,289,32.0,11.0,4.69,4.81,4.66,4.47,4.81,4.88,4.69,10.6,0.84
2907,Eline,2020-06-04,"Málaga, Spain",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$188.00,t,f,655419823039994330,348682916,2.0,4.0,36.72485,-4.41562,4.0,2.0,2.0,3.0,365,1125,2.9,1125.0,3,7,12,74,112.0,40.0,4.96,4.97,4.97,4.9,4.97,4.97,4.88,2.0,4.57
2908,Mariola,2017-06-04,"Málaga, Spain",within an hour,95%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Spain",Centro,Entire serviced apartment,Entire home/apt,$96.00,t,t,19100713,133424993,22.0,23.0,36.72481,-4.42001,2.0,1.0,1.0,1.0,365,365,2.0,365.0,7,16,26,293,23.0,3.0,4.48,4.65,4.61,4.83,4.87,4.91,4.57,22.0,0.61
2909,Andrea,2014-11-07,"Madrid, Spain",within an hour,97%,98%,f,Hortaleza,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Private room in hostel,Private room,$91.00,t,t,601285087830514079,23441165,42.0,93.0,36.7281,-4.41069,2.0,1.0,1.0,1.0,365,365,1.0,365.0,22,28,58,299,5.0,0.0,4.7,4.8,4.8,4.8,4.8,4.8,4.7,10.0,0.18
2910,Carmen,2018-12-07,"Madrid, Spain",within an hour,100%,100%,t,Hortaleza,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$88.00,t,t,52623431,229539174,7.0,7.0,36.7193,-4.42379,3.0,0.0,2.0,3.0,365,365,3.0,365.0,1,2,7,56,22.5,9.1,4.83,4.93,4.85,4.85,4.91,4.94,4.74,6.0,4.16
2911,Steffen,2017-04-18,"Andalusia, Spain",within an hour,100%,100%,t,Hortaleza,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$161.00,t,t,18286153,126429738,74.0,75.0,36.72221,-4.42078,2.0,1.0,1.0,1.0,1125,1125,4.1,1125.0,14,32,32,270,39.0,2.0,4.74,4.95,4.75,4.85,5.0,5.0,4.65,10.6,0.47
2912,Caleta Homes,2012-05-27,"Andalucía, Spain",within an hour,100%,99%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$193.00,t,t,1110725250295700033,2477923,108.0,132.0,36.72226696771786,-4.4250494965840925,2.0,0.0,1.0,1.0,1125,1125,2.6,1125.0,26,53,83,358,0.0,0.0,4.74,4.95,4.75,4.85,5.0,5.0,4.65,10.6,0.47
2913,Ruralidays,2021-03-12,"Andalusia, Spain",within a few hours,98%,95%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire home,Entire home/apt,$159.00,t,t,49583461,392227252,20.0,22.4,36.72023,-4.42847,2.0,1.0,1.0,1.0,27,27,2.6,27.0,2,3,13,152,0.0,0.0,4.74,4.95,4.75,4.85,5.0,5.0,4.65,12.0,0.47
2914,Arantxa,2014-01-30,"Málaga, Spain",within an hour,100%,91%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,f,850509900149996031,11778619,14.0,14.0,36.72757567161517,-4.423193427508549,3.0,1.0,3.0,5.0,45,45,5.0,45.0,0,21,51,326,26.0,18.0,4.69,4.77,4.62,4.92,4.88,4.5,4.5,14.0,1.7
2915,Victoria,2019-04-16,"Málaga, Spain",within an hour,100%,100%,t,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$120.00,t,f,570087235481682552,256250573,7.0,7.0,36.72107,-4.42488,3.0,2.0,2.0,3.0,60,1125,3.0,1125.0,11,16,25,208,118.0,9.1,4.9,4.89,4.9,4.93,4.97,4.95,4.84,7.0,4.22
2916,Tetiana,2023-06-07,"Málaga, Spain",within an hour,75%,97%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$120.00,t,f,983387880470699159,518733463,7.0,7.0,36.7,-4.439929887284372,3.0,1.0,2.0,1.0,365,365,1.0,365.0,3,10,14,190,1.0,1.0,5.0,5.0,5.0,5.0,4.8,4.8,5.0,7.0,0.2
2917,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,Urbanización la Oliva,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$83.00,t,t,36335851,80225433,20.0,22.4,36.7247,-4.42148,4.0,1.0,3.0,1.0,365,999,3.7,999.0,1,4,8,151,39.0,5.0,4.59,4.77,4.67,4.56,4.69,4.87,4.62,10.6,0.65
2918,Ignacio,2016-04-03,"Málaga, Spain",within an hour,100%,96%,f,Urbanización la Oliva,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$102.00,t,t,27483640,65599893,1.0,1.0,36.728195,-4.415319,3.0,3.0,3.0,5.0,180,364,5.0,364.0,3,9,36,145,53.0,16.0,4.6,4.6,4.43,4.87,4.85,4.68,4.55,1.0,0.75
2919,Caleta Homes,2012-05-27,"Andalucía, Spain",within an hour,100%,99%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$186.00,t,t,44445301,2477923,108.0,132.0,36.72553,-4.41622,4.0,1.0,2.0,1.0,1125,1125,2.6,1125.0,17,36,57,321,9.0,3.0,4.44,4.78,5.0,4.78,4.67,5.0,4.67,10.6,0.28
2920,María Luisa,2017-04-23,"Málaga, Spain",within an hour,100%,97%,f,La Victoria,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire home,Entire home/apt,$80.00,t,f,18365736,127155616,2.0,3.0,36.72265,-4.42394,4.0,2.0,2.0,5.0,1125,1125,5.0,1125.0,1,2,10,115,22.5,37.0,4.64,4.75,4.56,4.92,4.82,4.85,4.72,2.0,1.8
2921,Mónica Y Juan,2017-04-23,"Málaga, Spain",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$83.00,t,f,18369830,127195773,3.0,3.0,36.72677,-4.41933,5.0,1.0,3.0,1.0,1125,1125,2.6,1125.0,0,0,24,207,22.5,9.1,4.86,4.91,4.9,4.94,4.95,4.78,4.8,3.0,1.3
2922,Exclusive Rentals,2015-10-14,"Andalusia, Spain",within an hour,100%,98%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$280.00,t,f,17793594,46532277,4.0,4.0,36.72416,-4.41768,3.8,1.5,2.3,1.0,1125,1125,1.5,1125.0,6,15,21,269,22.5,30.0,4.65,4.64,4.7,4.77,4.8,4.92,4.58,2.0,1.96
2923,Lovely,2020-12-29,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$108.00,t,t,1126913431081063512,382146507,72.0,72.0,36.72309166516615,-4.423186753177178,4.0,1.0,2.0,2.0,1125,1125,2.3,1125.0,5,5,35,307,2.0,2.0,5.0,4.5,5.0,5.0,5.0,5.0,4.0,63.0,0.81
2924,Yile,2022-05-10,"Málaga, Spain",within an hour,100%,97%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$102.00,t,f,1143735405028056918,458457088,9.0,9.0,36.7256993,-4.416099,4.0,1.0,0.0,2.0,90,90,2.4,90.0,10,29,59,150,0.0,0.0,5.0,4.5,5.0,5.0,5.0,5.0,4.0,7.0,0.81
2925,Daniel,2016-02-16,"Madrid, Spain",within a day,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire condo,Entire home/apt,$84.00,t,f,15787676,59034953,1.0,1.0,36.71298,-4.43174,4.0,2.0,2.0,2.0,120,120,2.6,120.0,0,21,51,200,66.0,2.0,4.95,4.98,4.97,4.98,4.97,4.82,4.83,1.0,0.76
2926,Silvia,2019-02-26,"Andalusia, Spain",within an hour,100%,99%,t,La Victoria,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire loft,Entire home/apt,$131.00,t,f,48733385,245599678,15.0,15.0,36.72225,-4.41914,2.0,0.0,1.0,2.0,45,45,2.0,45.0,4,13,20,185,116.0,25.0,4.9,4.91,4.91,4.95,5.0,4.91,4.84,15.0,2.99
2927,Francisco Enrique,2024-04-17,"Málaga, Spain",within an hour,100%,93%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$122.00,t,t,1166448531504386895,572812369,6.0,6.0,36.72709,-4.42027,5.0,3.0,3.0,2.0,1125,1125,2.6,1125.0,1,15,45,320,0.0,0.0,4.9,4.91,4.91,4.95,5.0,4.91,4.84,6.0,2.99
2928,Ali,2014-10-10,"Málaga, Spain",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire condo,Entire home/apt,$66.00,t,t,596907765431314404,22371898,43.0,46.0,36.72515,-4.41265,2.0,1.0,1.0,2.0,15,1125,2.0,1125.0,3,13,37,38,22.5,9.1,4.86,4.93,4.86,4.94,4.94,4.88,4.84,34.0,1.3
2929,María Esperanza,2019-02-24,"Málaga, Spain",within an hour,100%,100%,t,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$149.00,t,f,32612023,245163052,1.0,1.0,36.71789,-4.43154,7.0,1.5,6.0,2.0,1125,1125,2.0,1125.0,8,10,14,81,92.0,30.0,4.92,4.97,4.9,4.98,4.96,4.89,4.87,1.0,1.49
2930,Manuel,2022-05-09,"Málaga, Spain",within an hour,80%,68%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$200.00,t,f,857639015144059216,458231954,3.0,9.0,36.72835,-4.41093,2.0,1.0,1.0,1.0,365,365,1.0,365.0,1,1,27,302,12.0,6.0,4.67,4.75,4.67,4.58,4.75,4.92,4.92,3.0,0.8
2931,Ana,2014-03-05,"Málaga, Spain",within an hour,96%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire place,Entire home/apt,$250.00,t,f,690522179085115811,12819931,13.0,27.0,36.7,-4.4,3.8,1.0,2.3,2.0,365,365,2.0,365.0,30,60,90,365,0.0,0.0,4.67,4.75,4.67,4.58,4.75,4.92,4.92,4.0,0.8
2932,Antonio,2024-04-24,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$92.00,t,f,1142091389268783225,574055369,1.0,1.0,36.70976514677832,-4.440962972041148,6.0,3.0,5.0,2.0,30,30,2.2,30.0,26,56,60,121,5.0,5.0,5.0,5.0,5.0,4.8,5.0,4.8,5.0,1.0,3.0
2933,Elena,2017-02-26,"Málaga, Spain",within a few hours,100%,94%,f,La Victoria,['phone'],t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$80.00,t,f,1117973128702703898,118255218,1.0,1.0,36.7221499,-4.433041,2.0,1.0,1.0,2.0,365,365,2.0,365.0,6,17,43,59,0.0,0.0,5.0,5.0,5.0,4.8,5.0,4.8,5.0,1.0,3.0
2934,Lovely,2020-12-29,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$141.00,t,t,697161771671578433,382146507,72.0,72.0,36.7,-4.44162,5.0,3.0,4.0,2.0,365,1125,2.3,1125.0,5,5,26,298,11.0,6.0,4.45,4.64,4.64,4.64,4.64,4.36,4.36,63.0,0.5
2935,Pedro Angel,2016-03-04,"Málaga, Spain",within an hour,100%,97%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$98.00,t,f,761580298530465388,61505109,2.0,2.0,36.7,-4.437747672200203,3.0,1.0,1.0,1.0,30,30,1.0,30.0,0,0,0,0,41.0,13.0,4.51,4.49,4.73,4.41,4.8,4.51,4.49,2.0,2.12
2936,Esteban,2022-04-05,"Málaga, Spain",within an hour,100%,97%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$81.00,t,f,594231532947805810,452850308,1.0,1.0,36.72321,-4.42951,4.0,1.0,3.0,3.0,1125,1125,3.0,1125.0,22,35,65,148,69.0,33.0,4.68,4.83,4.59,4.87,4.9,4.48,4.67,1.0,2.54
2937,Freshlanding,2012-08-26,"Málaga, Spain",within an hour,97%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$226.00,t,t,17634976,3376700,102.0,22.4,36.71798,-4.41227,6.0,3.0,5.0,2.0,1125,99,2.3,99.0,20,50,80,234,22.5,38.0,4.51,4.65,4.59,4.79,4.69,4.9,4.48,10.6,1.68
2938,Claudia,2024-02-20,"Málaga, Spain",within an hour,89%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$92.00,t,t,1097143257271448754,563010160,7.0,8.0,36.72311587998668,-4.423030986028096,3.0,1.0,0.0,3.0,1125,1125,3.0,778.7,29,50,80,83,1.0,1.0,4.0,4.8,5.0,5.0,5.0,5.0,4.0,6.0,0.81
2939,Retortillo,2022-07-19,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$82.00,t,t,676489371236929332,470335442,18.0,19.0,36.72601,-4.4291,2.0,0.0,1.0,1.0,1125,1125,2.6,1125.0,0,2,17,72,2.0,2.0,5.0,5.0,4.5,4.8,5.0,5.0,4.5,18.0,0.23
2940,Málaga De Vacaciones,2012-08-18,"Málaga, Spain",within an hour,97%,99%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire townhouse,Entire home/apt,$217.00,t,t,993297237844604179,3298879,49.0,56.0,36.727767766064176,-4.406415744420401,8.0,1.5,2.3,1.0,1125,1125,1.8,954.2,0,18,48,51,0.0,0.0,5.0,5.0,4.5,4.8,5.0,5.0,4.5,39.0,0.23
2941,Caleta Homes,2012-05-27,"Andalucía, Spain",within an hour,100%,99%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$293.00,t,t,988225296300365002,2477923,108.0,132.0,36.71687996996901,-4.412078339793257,6.0,3.0,5.0,1.0,1125,1125,2.6,1125.0,5,16,38,287,2.0,2.0,5.0,5.0,5.0,4.8,5.0,4.5,5.0,10.6,0.24
2942,Jonatan,2015-06-05,"Málaga, Spain",within an hour,100%,98%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$76.00,t,f,21964142,35091691,2.0,2.0,36.72623,-4.42929,4.0,2.0,3.0,2.0,1125,1125,2.2,1125.0,3,5,7,185,22.5,36.0,4.69,4.78,4.84,4.77,4.57,4.5,4.7,2.0,2.59
2943,Málaga De Vacaciones,2012-08-18,"Málaga, Spain",within an hour,97%,99%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$171.00,t,t,27102110,3298879,49.0,56.0,36.71965,-4.41028,7.0,2.0,4.0,1.0,1125,1125,1.9,858.2,2,7,16,101,34.0,4.0,4.71,4.82,4.85,4.88,4.88,4.97,4.68,39.0,0.47
2944,Caleta Homes,2012-05-27,"Andalucía, Spain",within an hour,100%,99%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$160.00,t,t,649910002804889251,2477923,108.0,132.0,36.7195392,-4.4085957,2.0,1.0,1.0,1.0,1125,1125,2.6,1125.0,12,24,42,304,8.0,5.0,4.25,4.38,4.38,4.5,4.88,4.75,4.14,10.6,0.37
2945,Nicolas,2023-02-27,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$162.00,t,t,835972043153967220,503016121,1.0,1.0,36.7,-4.44223,5.0,3.0,3.0,3.0,1125,1125,3.0,1125.0,2,12,42,222,33.0,21.0,4.73,4.76,4.61,4.82,4.97,4.67,4.7,1.0,2.15
2946,Frontier Residences,2023-06-14,"Málaga, Spain",within a few hours,89%,92%,f,Urbanización Monte Halcones,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$106.00,t,t,933953337296690473,520026876,19.0,21.0,36.72218338022837,-4.434760167965186,6.0,3.0,5.0,2.0,365,1125,2.0,1125.0,14,42,45,92,33.0,33.0,4.61,4.61,4.58,4.76,4.7,4.39,4.58,5.0,2.83
2947,David,2012-04-09,"Malaga, Spain",within an hour,100%,100%,f,Urbanización Monte Halcones,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$140.00,t,t,793208523573529820,2103056,39.0,42.0,36.7211352,-4.4235745,6.0,3.0,3.0,1.0,365,365,4.2,365.0,3,22,31,255,75.0,9.1,4.83,4.91,4.92,4.88,4.89,4.89,4.88,37.0,4.18
2948,Jesús,2024-06-12,"Malaga, Spain",within a few hours,100%,60%,f,Urbanización Monte Halcones,['phone'],f,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire home,Entire home/apt,$140.00,t,f,1177586544943195066,583105217,2.0,2.0,36.7,-4.437734600000001,6.0,3.0,4.0,3.0,365,365,3.0,365.0,17,26,53,233,0.0,0.0,4.83,4.91,4.92,4.88,4.89,4.89,4.88,2.0,4.18
2949,Caleta Homes,2012-05-27,"Andalucía, Spain",within an hour,100%,99%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$210.00,t,t,23253859,2477923,108.0,132.0,36.7192,-4.40928,4.0,1.0,2.0,1.0,1125,1125,2.6,1125.0,6,13,37,302,2.0,1.0,4.5,4.5,4.5,4.5,4.5,4.8,4.0,10.6,0.13
2950,Caleta Homes,2012-05-27,"Andalucía, Spain",within an hour,100%,99%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Spain",Centro,Entire rental unit,Entire home/apt,$180.00,t,t,39545234,2477923,108.0,132.0,36.71898,-4.41018,4.0,1.0,2.0,1.0,1125,1125,2.6,1125.0,9,15,45,305,2.0,0.0,4.5,5.0,5.0,4.8,4.5,5.0,5.0,10.6,0.06
2951,Elena,2022-03-15,"Marbella, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$154.00,t,f,583100221434051624,449671063,16.0,23.0,36.7271,-4.42738,2.0,1.0,1.0,5.0,1125,1125,5.1,1080.9,8,8,8,31,36.0,14.0,4.69,4.78,4.39,4.83,4.92,4.58,4.53,2.0,1.4
2952,Holidu,2024-05-24,"Palma, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire home,Entire home/apt,$89.00,t,t,1189135229923656614,579350840,20.0,22.4,36.724185932659,-4.430075485118121,4.0,2.0,2.0,1.0,365,365,1.0,160.9,29,59,89,364,0.0,0.0,4.69,4.78,4.39,4.83,4.92,4.58,4.53,7.0,1.4
2953,Andrea,2016-05-10,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$114.00,t,t,572387047122308752,71255240,60.0,65.0,36.72493,-4.41981,2.0,1.0,1.0,1.0,1125,1125,3.3,1125.0,6,31,61,152,22.5,9.1,4.76,4.81,4.73,4.85,4.95,4.94,4.68,47.0,4.28
2954,Paola,2020-02-20,"Málaga, Spain",within an hour,100%,100%,t,La Victoria,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$98.00,t,t,47973612,337699352,1.0,1.0,36.72598,-4.4265,2.0,0.0,1.0,1.0,7,1125,1.0,1125.0,21,28,47,306,75.0,21.0,4.87,4.96,4.83,4.97,4.95,4.77,4.83,1.0,1.82
2955,Caleta Homes,2012-05-27,"Andalucía, Spain",within an hour,100%,99%,f,La Victoria,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$182.00,t,t,590025933082844472,2477923,108.0,132.0,36.72126,-4.422993,4.0,1.0,2.0,1.0,1125,1125,2.6,1125.0,23,40,58,325,0.0,0.0,4.87,4.96,4.83,4.97,4.95,4.77,4.83,10.6,1.82
2956,Héctor,2017-03-23,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$178.00,t,f,24282181,122255990,1.0,1.0,36.72203,-4.43438,2.0,0.0,1.0,4.0,30,1125,4.0,1125.0,5,20,41,44,52.0,1.0,4.87,4.9,4.94,4.94,4.94,4.73,4.83,1.0,0.69
2957,Lovely,2020-12-29,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$122.00,t,t,549330082627536669,382146507,72.0,72.0,36.72557830810547,-4.413647174835205,4.0,1.0,2.0,2.0,365,1125,2.3,1125.0,14,33,63,337,5.0,0.0,4.6,4.8,4.8,4.8,4.8,4.8,4.6,63.0,0.18
2958,Del Parque Flats,2017-09-25,"Málaga, Spain",within an hour,100%,98%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$50.00,t,t,838396433984746633,152016953,84.0,84.0,36.7253368,-4.4236147,4.0,1.0,2.0,1.0,365,1125,2.4,122.3,19,49,79,354,15.0,9.0,4.87,4.87,4.8,5.0,4.87,4.87,4.73,62.0,0.98
2959,Olga,2015-01-15,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$234.00,t,t,47767825,26143918,21.0,25.0,36.72422,-4.42216,4.0,2.0,2.0,3.0,1125,1125,3.4,1125.0,16,32,57,329,23.0,14.0,4.83,4.83,4.74,4.83,4.87,4.96,4.7,11.0,0.61
2960,I Loft Malaga,2016-06-27,"Málaga, Spain",within an hour,100%,100%,f,La Victoria,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$290.00,t,t,39623608,80225433,20.0,22.4,36.71951,-4.42326,4.0,2.0,2.0,1.0,365,999,3.7,999.0,2,12,29,283,15.0,3.0,4.4,4.33,4.53,4.87,4.67,4.93,4.2,10.6,0.28
