,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,price,has_availability,instant_bookable,id,host_id,host_listings_count,host_total_listings_count,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
4630,Marisa,2014-08-29,"Málaga, Spain",within an hour,100%,98%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$132.00,t,f,13344909,20672405,2.0,3.0,36.72236,-4.4193,6.0,2.0,3.0,4.0,150,1125,4.0,1125.0,2,15,26,42,22.5,33.0,4.87,4.93,4.87,4.93,4.99,4.92,4.86,2.0,3.11
4631,Karim,2019-02-21,"Málaga, Spain",within an hour,100%,99%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,f,34741543,244482777,6.0,7.0,36.72915,-4.42402,5.0,2.0,2.0,2.0,1125,1125,2.4,1125.0,14,29,54,215,28.0,8.0,4.57,4.61,4.39,4.89,4.86,4.39,4.68,6.0,0.45
4632,Kari,2015-09-06,"Málaga, Spain",within an hour,100%,99%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$99.00,t,t,42472067,43498592,1.0,2.0,36.71396,-4.43684,3.8,1.5,2.3,1.0,30,1125,1.0,1125.0,0,0,0,0,0.0,0.0,4.57,4.61,4.39,4.89,4.86,4.39,4.68,1.0,0.45
4633,Carlos,2016-11-04,"Andalusia, Spain",within a day,100%,75%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$70.00,t,f,47028678,102463798,1.0,1.0,36.72308,-4.42687,2.0,1.0,2.0,6.0,90,90,6.0,90.0,5,5,5,114,24.0,1.0,4.83,4.75,4.83,4.92,4.96,4.67,4.79,1.0,0.72
4634,J. F.,2014-08-06,"Málaga, Spain",within a day,100%,75%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$160.00,t,f,49395094,19555240,1.0,1.0,36.71116,-4.4374,5.0,3.0,4.0,5.0,61,61,4.4,61.0,6,6,6,6,0.0,0.0,4.83,4.75,4.83,4.92,4.96,4.67,4.79,1.0,0.72
4635,Maribel,2017-03-19,"Málaga, Spain",within an hour,100%,99%,t,Urbanización Guadalmina,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$45.00,t,t,19107272,121458759,2.0,7.0,36.72606,-4.41656,2.0,1.0,2.0,1.0,1125,1125,1.0,1125.0,10,18,37,121,22.5,9.1,4.83,4.88,4.89,4.88,4.87,4.78,4.8,2.0,3.22
4636,Abililla Apartamentos Granada,2014-07-25,"Granada, Spain",within a few hours,70%,10%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$93.00,t,t,1147663996093958615,18853939,10.0,17.0,36.713087588,-4.437703418,2.0,1.0,2.0,1.0,365,364,1.2,364.0,4,22,52,324,0.0,0.0,4.83,4.88,4.89,4.88,4.87,4.78,4.8,9.0,3.22
4637,Rodolphe,2018-11-13,"Granada, Spain",within a few hours,70%,100%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in bed and breakfast,Private room,$147.00,t,t,947684865603325520,225561153,3.0,3.0,36.7218749013243,-4.4192620460327054,2.0,1.0,1.0,1.0,1125,1125,1.0,245.0,15,21,39,289,0.0,0.0,4.83,4.88,4.89,4.88,4.87,4.78,4.8,3.0,3.22
4638,Marta Y Fran,2022-05-22,"Granada, Spain",within a few hours,70%,92%,t,Urbanización Guadalmina,"['phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$307.00,t,f,17281949,460391145,20.0,22.4,36.71518,-4.42298,3.8,1.5,2.3,1.0,365,365,3.6,365.0,3,13,36,256,22.5,12.0,4.76,4.83,4.74,4.8,4.86,4.89,4.75,17.0,1.56
4639,Jose Antonio,2013-04-15,"Madrid, Spain",within an hour,100%,77%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire loft,Entire home/apt,$84.00,t,f,694588199103230748,5933527,1.0,4.0,36.7,-4.43944,2.0,1.0,1.0,3.0,30,30,3.0,30.0,7,25,55,330,17.0,9.0,4.76,4.71,4.82,4.82,4.94,4.53,4.65,1.0,0.77
4640,Marina Y Siro,2017-01-24,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$90.00,t,t,16919381,112991672,1.0,1.0,36.72529,-4.42933,3.0,1.0,1.0,5.0,1125,1125,5.0,1125.0,10,11,12,12,48.0,2.0,4.77,4.85,4.96,4.96,4.98,4.74,4.81,1.0,0.55
4641,M,2013-12-02,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Guadalmina,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$107.00,t,t,9710504,10390988,9.0,12.0,36.72267,-4.4,2.0,1.0,1.0,4.0,1125,1125,4.3,1125.0,0,1,5,218,22.5,21.0,4.72,4.82,4.66,4.91,4.95,4.88,4.72,9.0,1.29
4642,Celso,2024-06-04,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Guadalmina,['phone'],t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$79.00,t,f,1176901529086716063,581526373,1.0,1.0,36.72131229869371,-4.434098616706288,2.0,2.0,1.0,2.0,1125,1125,2.0,1125.0,29,59,89,255,0.0,0.0,4.72,4.82,4.66,4.91,4.95,4.88,4.72,1.0,1.29
4643,Sebastian,2017-08-02,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire home,Entire home/apt,$183.00,t,f,1136881559620658760,143993383,3.0,6.0,36.7,-4.438025888208459,3.8,1.5,2.3,2.0,6,6,2.3,6.0,0,9,39,103,0.0,0.0,4.72,4.82,4.66,4.91,4.95,4.88,4.72,3.0,1.29
4644,Luis & Celeste,2011-05-22,"Malaga, Spain",within an hour,100%,100%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$83.00,t,t,40057581,611895,8.0,8.0,36.72578,-4.41704,2.0,0.0,1.0,4.0,45,1125,4.0,1125.0,2,8,11,11,22.5,9.1,4.47,4.67,4.63,4.85,4.87,4.31,4.5,3.0,2.97
4645,Nataliya,2020-07-14,"Malaga, Spain",within an hour,100%,100%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Bailen-Miraflores,Entire rental unit,Entire home/apt,$76.00,t,f,44029370,356383810,2.0,2.0,36.72429,-4.4331,8.0,3.0,3.0,1.0,1125,1125,1.0,1125.0,1,2,12,89,22.5,9.1,4.78,4.81,4.88,4.78,4.77,4.42,4.74,1.0,1.3
4646,Sara,2015-03-12,"Madrid, Spain",within an hour,100%,98%,t,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$161.00,t,f,51452164,29237108,1.0,1.0,36.71885,-4.40865,2.0,1.0,1.0,3.0,60,1125,3.0,1125.0,0,4,20,180,58.0,28.0,4.97,4.97,4.97,4.9,5.0,4.93,4.86,1.0,1.73
4647,Remy,2019-07-24,"Andalusia, Spain",within an hour,100%,99%,t,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$123.00,t,t,1041915960785644723,278821830,20.0,22.4,36.72166,-4.4303878,5.0,2.0,3.0,1.0,60,1125,3.5,1125.0,20,47,77,352,22.0,22.0,4.82,4.64,4.86,4.36,4.77,4.36,4.45,10.6,3.33
4648,Alberto,2016-08-11,"Málaga, Spain",within an hour,100%,86%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$169.00,t,t,14477436,89260316,1.0,2.0,36.73101,-4.4149,4.0,3.0,3.0,2.0,1125,1125,2.0,1125.0,20,50,53,53,5.0,2.0,5.0,5.0,5.0,5.0,5.0,4.6,5.0,1.0,0.05
4649,Frédéric C,2014-02-04,"Málaga, Spain",within an hour,100%,100%,t,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Centro,Entire rental unit,Entire home/apt,$69.00,t,t,2336145,11931754,2.0,4.0,36.72494,-4.42003,2.0,1.0,2.0,4.0,160,1125,4.4,1125.0,1,2,2,183,22.5,9.1,4.78,4.88,4.81,4.93,4.93,4.86,4.79,2.0,1.3
4650,Virginia,2015-10-08,"Madrid, Spain",within an hour,100%,100%,f,Urbanización Guadalmina,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$79.00,t,f,11508251,46084670,1.0,1.0,36.72236,-4.4,4.0,1.0,2.0,3.0,1125,1125,3.0,1125.0,6,6,33,308,90.0,4.0,4.67,4.79,4.66,4.87,4.88,4.79,4.56,1.0,0.89
4651,Maria D.,2017-10-07,"Madrid, Spain",within an hour,100%,100%,t,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$92.00,t,t,39335162,153642098,2.0,2.0,36.71915,-4.42245,4.0,1.0,1.0,3.0,1125,1125,3.0,1125.0,1,2,5,74,85.0,29.0,4.94,4.95,4.95,4.98,5.0,4.98,4.88,2.0,1.79
4652,Jimena,2023-09-21,"Málaga, Spain",within an hour,100%,100%,f,Urbanización Guadalmina,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire home,Entire home/apt,$178.00,t,t,985632368383104026,538281695,1.0,1.0,36.72165026442224,-4.4,4.0,2.0,3.0,4.0,365,365,3.7,365.0,1,6,22,290,4.0,4.0,4.0,4.8,4.75,4.75,4.75,5.0,4.0,1.0,0.44
4653,Yassine,2023-10-13,"Málaga, Spain",within an hour,100%,64%,f,Urbanización Guadalmina,['phone'],t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Private room in home,Private room,$39.00,t,f,1053570968099509485,541716808,6.0,7.0,36.7206001,-4.437445,1.0,1.0,1.0,1.0,365,365,1.0,365.0,26,56,59,180,4.0,4.0,4.5,4.8,4.75,4.75,5.0,5.0,4.75,6.0,1.32
4654,María,2019-12-13,"Málaga, Spain",within an hour,98%,100%,f,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$117.00,t,t,41922711,317065206,91.0,100.0,36.72969,-4.41916,4.0,2.0,2.0,1.0,365,1125,3.5,314.7,30,60,90,365,9.0,5.0,4.33,4.67,4.56,4.89,4.44,4.33,4.56,10.6,0.34
4655,INMálaga,2016-06-23,"Málaga, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$224.00,t,t,40418621,79418042,41.0,48.0,36.72372,-4.4,4.0,1.0,4.0,1.0,365,1125,3.0,1125.0,11,22,32,269,1.0,0.0,4.0,4.8,4.8,5.0,5.0,5.0,5.0,40.0,0.02
4656,María,2019-12-13,"Málaga, Spain",within an hour,98%,100%,f,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$191.00,t,t,1112874776381173761,317065206,91.0,100.0,36.7176441,-4.4111757,4.0,2.0,3.0,1.0,1125,1125,3.0,443.7,29,59,89,364,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.6,0.59
4657,Holidaysforu,2019-09-28,"Málaga, Spain",within an hour,97%,100%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,t,1157254752702385201,298633288,78.0,84.0,36.73036,-4.41385,3.0,1.0,2.0,1.0,365,999,2.0,999.0,7,17,47,322,7.0,7.0,4.71,5.0,5.0,5.0,5.0,5.0,4.86,39.0,4.57
4658,Alberto,2016-07-31,"Málaga, Spain",within an hour,100%,96%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$243.00,t,f,1117073507171352793,87078896,2.0,2.0,36.723198494458906,-4.4,4.0,2.0,0.0,5.0,30,30,4.5,30.0,7,25,43,154,0.0,0.0,4.71,5.0,5.0,5.0,5.0,5.0,4.86,2.0,4.57
4659,Leandro,2014-09-19,"Málaga, Spain",within an hour,100%,100%,f,Urbanizacion Añoreta,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$140.00,t,t,53055365,21521353,56.0,59.0,36.73333,-4.41518,6.0,3.0,4.0,3.0,70,1125,3.8,1125.0,1,10,20,277,44.0,13.0,4.59,4.66,4.66,4.86,4.82,4.57,4.66,41.0,1.36
4660,María,2019-12-13,"Málaga, Spain",within an hour,98%,100%,f,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$172.00,t,t,41222551,317065206,91.0,100.0,36.72127,-4.4,4.0,2.0,4.0,1.0,365,365,4.4,151.0,30,60,90,203,7.0,0.0,4.7,4.8,4.8,4.57,4.8,4.71,4.7,10.6,0.13
4661,Ana,2017-07-30,"Paris, France",within an hour,100%,97%,t,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire townhouse,Entire home/apt,$291.00,t,f,20151426,143368111,1.0,1.0,36.72843,-4.41197,8.0,1.5,4.0,2.0,31,31,2.4,31.0,12,20,32,191,118.0,17.0,4.85,4.84,4.75,4.84,4.91,4.72,4.76,1.0,1.43
4662,Eduardo Vladimir,2018-08-10,"Málaga, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Private room in rental unit,Private room,$84.00,t,t,1119642461921334075,208615937,3.0,3.0,36.7,-4.443440785506084,3.0,1.0,2.0,1.0,365,1125,1.0,1125.0,6,18,40,155,0.0,0.0,4.85,4.84,4.75,4.84,4.91,4.72,4.76,3.0,1.43
4663,Barbara,2015-12-23,"Marbella, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$66.00,t,t,1044908133361891963,52119429,14.0,19.0,36.71795,-4.41326,2.0,1.0,1.0,1.0,29,29,1.0,29.0,4,17,21,199,17.0,17.0,4.82,4.94,4.76,4.94,5.0,4.76,4.76,13.0,2.8
4664,Centric,2018-05-27,"Marbella, Spain",within an hour,100%,100%,t,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$149.00,t,t,957234319244062666,191939936,12.0,12.0,36.7,-4.436234421317805,4.0,3.0,3.0,2.0,365,182,2.3,182.0,14,24,53,143,8.0,8.0,4.88,5.0,5.0,5.0,5.0,4.88,4.75,3.0,0.76
4665,Pablo Nicolas,2014-04-16,"Viveiro, Spain",within an hour,100%,72%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$200.00,t,f,640975282878261668,14366304,67.0,69.0,36.72492,-4.4,4.0,2.0,3.0,4.0,1125,1125,4.9,360.0,0,0,0,231,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0.05
4666,Bossh Hotels,2022-01-11,"Viveiro, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$168.00,t,t,683800948965192728,439970259,2.0,2.0,36.72155,-4.42437,7.0,3.0,4.0,1.0,365,99,2.3,99.0,17,35,65,191,20.0,14.0,4.8,4.85,4.7,4.65,4.8,4.9,4.75,2.0,0.89
4667,Edouard,2015-01-08,"Málaga, Spain",within an hour,100%,60%,t,San Andrés,['phone'],t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire townhouse,Entire home/apt,$199.00,t,f,5004455,25807328,1.0,1.0,36.7,-4.43823,8.0,3.0,3.0,5.0,1125,1125,4.9,1125.0,2,7,21,129,51.0,20.0,4.88,4.88,4.62,4.96,5.0,4.74,4.78,1.0,1.68
4668,FreshApartments,2018-09-10,"Málaga, Spain",within an hour,94%,100%,f,San Andrés,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Centro,Entire serviced apartment,Entire home/apt,$124.00,t,t,1112314820937420958,214586581,20.0,21.0,36.7172665,-4.4218817,2.0,0.0,1.0,1.0,365,365,2.3,119.8,24,54,84,353,0.0,0.0,4.88,4.88,4.62,4.96,5.0,4.74,4.78,19.0,1.68
4669,Juan M,2015-04-03,"Málaga, Spain",within an hour,100%,99%,t,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$124.00,t,t,50027853,30522072,19.0,19.0,36.7125,-4.43581,4.0,1.0,1.0,1.0,1125,731,1.0,731.0,0,0,0,0,9.0,4.0,4.56,4.67,4.89,4.56,4.78,4.11,4.0,19.0,0.25
4670,Jean-Simon,2016-12-28,"Dublin, Ireland",within an hour,100%,100%,t,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$53.00,t,f,840508477940929017,108889735,1.0,1.0,36.72722,-4.42513,2.0,1.0,1.0,3.0,1125,1125,3.5,1125.0,0,4,9,113,82.0,9.1,4.96,4.99,4.96,4.94,5.0,4.74,4.9,1.0,1.3
4671,Lu&Cia,2017-04-18,"Málaga, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$100.00,t,t,18281798,126386697,44.0,51.0,36.71729,-4.41227,2.0,0.0,1.0,1.0,365,999,4.4,999.0,5,15,31,295,54.0,10.0,4.44,4.56,4.31,4.74,4.76,4.96,4.42,43.0,0.63
4672,ÁngelayRaúl,2017-11-05,"Málaga, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$107.00,t,t,683291115835467798,157524315,10.0,11.0,36.72866,-4.40871,8.0,3.0,6.0,3.0,365,1125,2.7,1125.0,11,19,49,324,21.0,5.0,4.48,4.57,4.76,4.29,4.76,4.8,4.43,8.0,0.91
4673,Ignacio,2023-07-04,"Málaga, Spain",within a day,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$126.00,t,t,935175278295943270,523617560,27.0,28.0,36.71836917217964,-4.412973654851025,4.0,1.0,2.0,3.0,365,364,3.0,364.0,2,4,11,249,0.0,0.0,4.48,4.57,4.76,4.29,4.76,4.8,4.43,27.0,0.91
4674,Barbara,2015-12-23,"Marbella, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Private room in rental unit,Private room,$65.00,t,t,930141923737808239,52119429,14.0,19.0,36.71960751261539,-4.414153900124048,2.0,1.0,1.0,2.0,190,1125,2.0,1125.0,11,12,40,40,48.0,9.1,4.77,4.77,4.67,4.83,4.98,4.98,4.73,13.0,4.39
4675,Begoña,2015-08-23,"Rincón de la Victoria, Spain",within an hour,100%,96%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$199.00,t,t,47885469,42305662,1.0,6.0,36.72861,-4.41139,4.0,1.0,2.0,1.0,365,1125,1.0,1125.0,9,18,33,307,12.0,6.0,4.58,4.33,4.92,4.42,4.5,4.83,4.5,1.0,0.72
4676,Redpiso,2024-04-04,"Málaga, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$166.00,t,t,1128094106697646764,570537043,1.0,1.0,36.7,-4.4377898,6.0,3.0,5.0,2.0,60,364,2.4,364.0,7,20,50,53,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.11
4677,Yassine,2023-10-13,"Málaga, Spain",within an hour,100%,64%,f,San Andrés,['phone'],t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Private room in home,Private room,$39.00,t,f,1105250417775816796,541716808,6.0,7.0,36.72060014135478,-4.437444917857647,1.0,1.0,1.0,1.0,365,365,1.0,365.0,29,59,62,211,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,0.58
4678,Emilia Y Pepe,2013-01-25,"Málaga, Spain",within an hour,82%,71%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$199.00,t,f,964289,4841998,7.0,8.0,36.71532,-4.4,3.8,1.5,2.3,1.0,100,100,1.0,100.0,13,28,38,38,10.0,3.0,4.7,4.8,4.8,4.6,4.3,4.8,4.7,4.0,0.12
4679,Sylvie,2012-09-19,"Málaga, Spain",within a few hours,100%,50%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalusia, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$127.00,t,f,1076040,3611680,2.0,2.0,36.7,-4.43868,4.0,2.0,3.0,5.0,1125,1125,5.2,1125.0,1,9,31,131,27.0,1.0,4.59,4.56,4.78,4.81,4.96,4.5,4.37,2.0,0.21
4680,David,2015-10-16,"Málaga, Spain",within an hour,100%,94%,t,San Andrés,"['email', 'phone']",t,t,"Málaga, Spain",Centro,Entire condo,Entire home/apt,$85.00,t,f,24698998,46728235,12.0,12.0,36.72481,-4.42838,2.0,1.0,1.0,3.0,190,190,3.2,190.0,4,11,20,141,22.5,9.1,4.92,4.94,4.96,4.96,4.97,4.71,4.86,10.0,3.71
4681,Fred,2014-12-19,"Morteau, France",within a few hours,100%,77%,t,San Andrés,"['email', 'phone']",t,f,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$99.00,t,f,4857448,24988780,2.0,2.0,36.72004,-4.41773,3.0,1.0,1.0,4.0,110,110,4.0,110.0,3,4,4,196,22.5,28.0,4.92,4.92,4.87,4.93,4.94,5.0,4.88,2.0,1.24
4682,Isabel,2017-05-23,"Málaga, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire loft,Entire home/apt,$123.00,t,t,23031883,131663459,1.0,1.0,36.71789,-4.41088,2.0,1.0,1.0,2.0,1125,1125,2.0,1125.0,1,4,16,82,17.0,6.0,4.88,4.94,4.94,5.0,5.0,5.0,4.82,1.0,0.23
4683,Vasyl,2013-11-20,"Andalusia, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Room in aparthotel,Entire home/apt,$161.00,t,f,50343866,10147055,4.0,4.0,36.70892,-4.43552,6.0,2.0,3.0,1.0,60,1125,2.3,1125.0,5,33,50,121,56.0,11.0,4.79,4.88,4.95,4.66,4.7,4.52,4.82,4.0,1.6
4684,Luisa,2016-02-22,"Málaga, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$305.00,t,f,25284868,59902915,13.0,14.0,36.71608,-4.41243,5.0,3.0,4.0,3.0,61,1125,3.0,1125.0,7,11,32,256,22.5,9.1,4.97,4.94,4.88,4.98,4.97,4.99,4.82,5.0,3.14
4685,Ignacio,2017-05-29,"Málaga, Spain",within an hour,100%,78%,t,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Cruz De Humilladero,Entire rental unit,Entire home/apt,$80.00,t,f,874406080153392207,132445721,1.0,1.0,36.71811,-4.440025,2.0,1.0,1.0,2.0,1125,1125,2.0,1125.0,20,36,66,341,49.0,42.0,4.94,4.92,4.88,4.86,4.98,4.57,4.86,1.0,3.63
4686,María,2019-12-13,"Málaga, Spain",within an hour,98%,100%,f,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$90.00,t,t,930109892514813943,317065206,91.0,100.0,36.7,-4.4377124,2.0,0.0,2.0,1.0,365,1125,3.6,220.8,29,59,89,364,1.0,1.0,4.0,4.8,4.8,5.0,4.8,5.0,4.7,10.6,0.09
4687,David,2022-09-21,"Málaga, Spain",within an hour,100%,100%,f,San Andrés,['phone'],t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$79.00,t,t,1089096579765367313,480420677,1.0,1.0,36.72203997554325,-4.429914116608733,5.0,2.0,2.0,3.0,1125,1125,3.0,1125.0,8,17,45,135,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.75,1.0,1.74
4688,Ignacio,2023-07-04,"Málaga, Spain",within a day,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Carretera de Cadiz,Entire rental unit,Entire home/apt,$130.00,t,t,928815926359840761,523617560,27.0,28.0,36.7,-4.441109913117751,4.0,1.0,2.0,3.0,365,364,3.0,364.0,3,16,30,293,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,27.0,0.1
4689,Lovely,2020-12-29,"Málaga, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone', 'work_email']",t,t,"Málaga, Andalucía, Spain",Palma-Palmilla,Entire rental unit,Entire home/apt,$118.00,t,t,1102283381504197719,382146507,72.0,72.0,36.72924177349109,-4.4275729510079005,4.0,1.0,2.0,2.0,1125,1125,2.3,1125.0,9,34,64,339,2.0,2.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,63.0,1.4
4690,Gema,2014-09-07,Spain,within an hour,100%,100%,t,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Centro,Entire rental unit,Entire home/apt,$87.00,t,f,641354767095827471,21037572,1.0,2.0,36.7278922,-4.429670700000001,2.0,0.0,1.0,3.0,730,730,3.3,730.0,0,4,6,174,43.0,23.0,4.93,4.84,4.93,4.88,4.98,4.56,4.7,1.0,1.76
4691,Living4Malaga,2016-09-08,"Andalusia, Spain",within an hour,100%,100%,f,San Andrés,"['email', 'phone']",t,t,"Málaga, Andalucía, Spain",Este,Entire rental unit,Entire home/apt,$343.00,t,t,843210548947109948,94173177,20.0,22.4,36.72375,-4.4,6.0,2.0,3.0,1.0,365,999,1.5,999.0,14,39,69,309,31.0,25.0,4.55,4.52,4.55,4.8,4.52,4.35,4.23,10.6,2.06
