,host_response_rate,review_scores_cleanliness,price,number_of_reviews,number_of_reviews,review_scores_communication
9140,1.0,4.63,53.89679999999999,8.0,8.0,5.0
9141,1.0,4.63,53.89679999999999,0.0,0.0,5.0
9142,1.0,4.8,121.88999999999999,5.0,5.0,5.0
9143,1.0,4.8,48.449999999999996,1.0,1.0,4.9
9144,1.0,4.53,71.094,17.0,17.0,4.65
9145,1.0,5.0,71.094,17.0,17.0,5.0
9146,1.0,4.8,24.276,26.0,26.0,4.54
9147,1.0,4.8,11.219999999999999,1.0,1.0,4.9
9148,1.0,4.72,25.805999999999997,47.0,47.0,4.89
9149,1.0,4.61,30.243,92.0,92.0,4.79
9150,1.0,4.91,52.88699999999999,105.0,105.0,4.93
9151,1.0,5.0,52.88699999999999,3.0,3.0,5.0
9152,1.0,4.83,21.828,70.0,70.0,4.86
9153,1.0,4.93,98.073,119.0,119.0,4.87
9154,1.0,4.93,38.25,42.0,42.0,4.98
9155,1.0,4.81,23.409,36.0,36.0,4.81
9156,1.0,4.88,53.89679999999999,99.0,99.0,4.96
9157,1.0,4.9,20.349,48.0,48.0,4.9
9158,1.0,4.78,20.349,45.0,45.0,4.91
9159,1.0,4.86,37.943999999999996,25.2,25.2,4.89
9160,1.0,4.5,61.199999999999996,6.0,6.0,4.9
9161,1.0,4.75,61.199999999999996,4.0,4.0,5.0
9162,1.0,4.71,15.248999999999999,7.0,7.0,4.86
9163,1.0,4.91,20.145,56.0,56.0,4.91
9164,1.0,4.79,16.32,85.0,85.0,4.82
9165,1.0,4.79,48.602999999999994,0.0,0.0,4.82
9166,1.0,4.63,97.97099999999999,63.0,63.0,4.89
9167,1.0,5.0,43.349999999999994,2.0,2.0,5.0
9168,1.0,4.5,38.25,4.0,4.0,4.75
9169,1.0,5.0,70.074,8.0,8.0,5.0
9170,1.0,4.8,41.870999999999995,25.2,25.2,4.91
9171,1.0,4.91,34.68,64.0,64.0,4.91
9172,1.0,4.9,74.97,106.0,106.0,4.97
9173,1.0,4.81,20.349,27.0,27.0,4.89
9174,1.0,4.81,20.349,0.0,0.0,4.89
9175,1.0,4.81,53.89679999999999,0.0,0.0,4.89
9176,1.0,4.66,53.89679999999999,41.0,41.0,4.76
9177,1.0,4.84,70.074,81.0,81.0,4.95
9178,1.0,4.92,70.074,25.2,25.2,4.91
9179,1.0,4.71,34.986,21.0,21.0,4.9
9180,1.0,4.97,34.986,33.0,33.0,4.88
9181,1.0,4.76,38.657999999999994,17.0,17.0,4.94
9182,1.0,4.85,38.657999999999994,13.0,13.0,4.92
9183,1.0,4.73,42.483,125.0,125.0,4.88
9184,1.0,4.72,42.483,18.0,18.0,4.78
9185,1.0,4.5,33.047999999999995,16.0,16.0,4.94
9186,1.0,4.38,25.5,53.0,53.0,4.77
9187,1.0,4.57,92.463,128.0,128.0,4.64
9188,1.0,4.33,92.463,3.0,3.0,5.0
9189,1.0,4.71,92.463,49.0,49.0,4.82
9190,1.0,4.87,71.80799999999999,25.2,25.2,4.91
9191,1.0,4.95,28.406999999999996,43.0,43.0,4.98
9192,1.0,5.0,22.644,9.0,9.0,5.0
9193,1.0,4.9,53.907,99.0,99.0,4.92
9194,1.0,5.0,53.907,22.0,22.0,4.95
9195,1.0,4.98,116.27999999999999,41.0,41.0,5.0
9196,1.0,4.98,116.27999999999999,0.0,0.0,5.0
9197,1.0,4.88,69.309,25.2,25.2,4.91
9198,1.0,4.75,68.289,25.2,25.2,4.85
9199,1.0,4.75,68.289,0.0,0.0,4.85
9200,1.0,4.38,46.715999999999994,8.0,8.0,4.9
9201,1.0,4.6,67.83,5.0,5.0,4.8
9202,1.0,4.38,25.244999999999997,16.0,16.0,4.88
9203,1.0,4.75,29.988,69.0,69.0,4.81
9204,1.0,4.46,28.049999999999997,24.0,24.0,4.92
9205,1.0,5.0,53.89679999999999,15.0,15.0,5.0
9206,1.0,4.99,53.89679999999999,68.0,68.0,4.93
9207,1.0,5.0,53.89679999999999,10.0,10.0,5.0
9208,1.0,4.84,57.681,101.0,101.0,4.92
9209,1.0,4.88,37.485,120.0,120.0,4.98
9210,1.0,5.0,37.485,23.0,23.0,4.96
9211,1.0,4.89,76.5,9.0,9.0,5.0
9212,1.0,4.86,94.35,22.0,22.0,5.0
9213,1.0,4.84,44.829,25.2,25.2,4.81
9214,1.0,4.5,11.475,2.0,2.0,5.0
9215,1.0,4.89,46.971,114.0,114.0,4.87
9216,1.0,4.93,63.392999999999994,25.2,25.2,4.89
9217,1.0,4.63,102.0,54.0,54.0,4.81
9218,1.0,4.92,65.586,73.0,73.0,4.95
9219,1.0,4.76,46.562999999999995,126.0,126.0,4.88
9220,1.0,4.82,44.727,55.0,55.0,4.73
9221,1.0,4.67,101.949,25.2,25.2,4.94
9222,1.0,4.67,101.949,9.0,9.0,5.0
9223,1.0,4.92,58.038,12.0,12.0,4.92
9224,1.0,4.6,38.25,10.0,10.0,4.9
9225,1.0,4.8,50.336999999999996,106.0,106.0,4.84
9226,1.0,4.87,22.95,24.0,24.0,4.78
9227,1.0,4.95,92.208,22.0,22.0,4.95
9228,1.0,4.8,22.796999999999997,25.2,25.2,4.69
9229,1.0,4.6,30.038999999999998,107.0,107.0,4.75
9230,1.0,4.85,52.32599999999999,53.0,53.0,4.92
9231,1.0,4.95,114.54599999999999,41.0,41.0,4.98
9232,1.0,4.93,63.74999999999999,44.0,44.0,4.98
9233,1.0,4.98,136.17,96.0,96.0,5.0
9234,1.0,4.73,46.308,63.0,63.0,4.94
9235,1.0,4.99,105.87599999999999,82.0,82.0,4.98
9236,1.0,4.97,98.37899999999999,33.0,33.0,4.91
9237,1.0,5.0,53.89679999999999,21.0,21.0,4.81
9238,1.0,4.76,53.89679999999999,68.0,68.0,4.93
9239,1.0,4.8,36.924,10.0,10.0,4.8
9240,1.0,4.67,36.924,15.0,15.0,4.53
9241,1.0,5.0,77.41799999999999,22.0,22.0,4.95
9242,1.0,4.6,56.099999999999994,5.0,5.0,4.6
9243,1.0,4.88,38.25,68.0,68.0,4.96
9244,1.0,4.7,45.9,64.0,64.0,4.94
9245,1.0,5.0,70.074,20.0,20.0,5.0
9246,1.0,5.0,34.68,4.0,4.0,5.0
9247,1.0,4.75,92.157,8.0,8.0,4.75
9248,1.0,4.81,11.270999999999999,16.0,16.0,4.94
9249,1.0,4.84,33.15,43.0,43.0,4.84
9250,1.0,4.96,68.901,109.0,109.0,4.92
9251,1.0,4.93,33.15,54.0,54.0,4.98
9252,1.0,4.99,66.249,84.0,84.0,4.98
9253,1.0,4.88,35.342999999999996,26.0,26.0,4.96
9254,1.0,4.63,49.214999999999996,30.0,30.0,4.97
9255,1.0,4.98,62.169,81.0,81.0,4.91
9256,1.0,4.97,51.51,36.0,36.0,5.0
9257,1.0,4.68,52.32599999999999,28.0,28.0,4.75
9258,1.0,4.8,13.361999999999998,6.0,6.0,4.67
9259,1.0,4.29,24.99,21.0,21.0,4.9
9260,1.0,4.81,35.903999999999996,25.2,25.2,4.87
9261,1.0,4.88,48.705,17.0,17.0,5.0
9262,1.0,4.56,29.58,9.0,9.0,5.0
9263,1.0,4.65,47.327999999999996,20.0,20.0,4.8
9264,1.0,4.7,47.073,53.0,53.0,4.92
9265,1.0,4.94,53.89679999999999,109.0,109.0,4.82
9266,1.0,5.0,53.89679999999999,30.0,30.0,4.93
9267,1.0,4.29,29.273999999999997,14.0,14.0,4.93
9268,1.0,4.9,73.59299999999999,10.0,10.0,4.8
9269,1.0,4.77,39.830999999999996,86.0,86.0,4.86
9270,1.0,4.59,73.59299999999999,22.0,22.0,4.9
9271,1.0,4.8,26.877,83.0,83.0,4.9
9272,1.0,4.42,73.59299999999999,12.0,12.0,4.9
9273,1.0,4.54,20.145,41.0,41.0,4.73
9274,1.0,4.45,20.145,22.0,22.0,4.86
9275,1.0,5.0,19.328999999999997,5.0,5.0,5.0
9276,1.0,4.79,19.328999999999997,29.0,29.0,4.72
9277,1.0,4.95,39.933,42.0,42.0,4.98
9278,1.0,4.92,43.553999999999995,88.0,88.0,4.88
9279,1.0,4.91,60.791999999999994,46.0,46.0,4.93
9280,1.0,4.91,60.791999999999994,0.0,0.0,4.93
9281,1.0,4.68,26.366999999999997,117.0,117.0,4.87
9282,1.0,4.68,53.89679999999999,0.0,0.0,4.87
9283,1.0,4.8,37.382999999999996,2.0,2.0,4.9
9284,1.0,4.86,47.787,25.2,25.2,4.55
9285,1.0,4.9,64.515,67.0,67.0,4.94
9286,1.0,4.76,33.455999999999996,63.0,63.0,4.95
9287,1.0,4.76,11.729999999999999,0.0,0.0,4.95
9288,1.0,4.76,8.568,0.0,0.0,4.95
9289,1.0,4.86,60.791999999999994,22.0,22.0,5.0
9290,1.0,4.8,11.475,8.0,8.0,5.0
9291,1.0,4.77,36.72,22.0,22.0,4.77
9292,1.0,4.5,8.721,6.0,6.0,4.9
9293,1.0,4.74,48.449999999999996,31.0,31.0,4.84
9294,1.0,4.66,20.502,58.0,58.0,4.9
9295,1.0,4.86,40.086,25.2,25.2,4.89
9296,1.0,5.0,29.325,25.0,25.0,4.88
9297,1.0,4.8,22.95,1.0,1.0,5.0
9298,1.0,4.8,35.699999999999996,0.0,0.0,5.0
9299,1.0,4.8,35.699999999999996,4.0,4.0,4.75
9300,1.0,4.8,31.619999999999997,2.0,2.0,5.0
9301,1.0,4.86,79.05,43.0,43.0,4.98
9302,1.0,4.4,37.178999999999995,20.0,20.0,4.9
9303,1.0,4.78,14.943,23.0,23.0,4.7
9304,1.0,4.86,17.493,21.0,21.0,4.81
9305,1.0,4.65,101.592,25.2,25.2,4.69
9306,1.0,4.55,118.728,25.2,25.2,4.61
9307,1.0,4.53,10.251,15.0,15.0,4.93
9308,1.0,4.75,89.964,25.2,25.2,4.72
9309,1.0,4.92,69.768,60.0,60.0,5.0
9310,1.0,4.92,40.8,25.2,25.2,4.92
9311,1.0,4.8,26.570999999999998,2.0,2.0,5.0
9312,1.0,4.67,13.311,3.0,3.0,4.67
9313,1.0,4.8,29.325,1.0,1.0,5.0
9314,1.0,4.87,66.249,56.0,56.0,5.0
9315,1.0,4.61,28.049999999999997,36.0,36.0,4.86
9316,1.0,4.97,28.049999999999997,35.0,35.0,4.97
9317,1.0,4.97,23.357999999999997,0.0,0.0,4.97
9318,1.0,4.8,23.357999999999997,34.0,34.0,4.76
9319,1.0,4.73,35.699999999999996,26.0,26.0,4.85
9320,1.0,4.96,58.70099999999999,55.0,55.0,4.98
9321,1.0,4.81,57.93599999999999,21.0,21.0,4.9
9322,1.0,4.57,76.5,14.0,14.0,4.93
9323,1.0,4.45,63.699,11.0,11.0,4.82
9324,1.0,4.33,53.89679999999999,3.0,3.0,5.0
9325,1.0,4.33,48.449999999999996,0.0,0.0,5.0
9326,1.0,4.82,26.979,28.0,28.0,4.96
9327,1.0,4.61,21.369,82.0,82.0,4.87
9328,1.0,4.65,18.410999999999998,69.0,69.0,4.81
9329,1.0,5.0,8.619,2.0,2.0,5.0
9330,1.0,4.72,46.562999999999995,25.2,25.2,4.85
9331,1.0,5.0,20.4,4.0,4.0,5.0
9332,1.0,5.0,20.4,0.0,0.0,5.0
9333,1.0,4.92,16.779,25.2,25.2,4.92
9334,1.0,4.8,17.747999999999998,2.0,2.0,4.9
9335,1.0,5.0,71.39999999999999,5.0,5.0,5.0
9336,1.0,5.0,71.39999999999999,9.0,9.0,5.0
9337,1.0,4.8,71.39999999999999,23.0,23.0,4.91
9338,1.0,4.79,70.737,25.2,25.2,4.87
9339,1.0,4.85,58.803,65.0,65.0,4.92
9340,1.0,4.5,21.063,2.0,2.0,5.0
9341,1.0,5.0,56.099999999999994,15.0,15.0,4.93
9342,1.0,4.75,137.7,8.0,8.0,5.0
9343,1.0,4.75,137.7,0.0,0.0,5.0
9344,1.0,4.75,137.7,0.0,0.0,5.0
9345,1.0,4.8,53.89679999999999,2.0,2.0,5.0
9346,1.0,4.86,76.19399999999999,51.0,51.0,4.63
9347,1.0,4.47,76.19399999999999,15.0,15.0,4.93
9348,1.0,4.84,56.355,49.0,49.0,4.92
9349,1.0,4.5,107.1,8.0,8.0,5.0
9350,1.0,4.55,107.1,91.0,91.0,4.76
9351,1.0,4.79,39.525,25.2,25.2,4.88
9352,1.0,4.83,30.549,12.0,12.0,5.0
9353,1.0,4.36,48.705,25.0,25.0,4.84
9354,1.0,4.46,48.705,25.2,25.2,4.74
9355,1.0,4.86,29.121,57.0,57.0,4.82
9356,1.0,5.0,51.306,23.0,23.0,4.96
9357,1.0,5.0,22.439999999999998,1.0,1.0,5.0
9358,1.0,4.86,22.439999999999998,7.0,7.0,4.71
9359,1.0,4.5,28.56,40.0,40.0,4.88
9360,1.0,4.33,34.221,6.0,6.0,4.83
9361,1.0,4.9,25.5,32.0,32.0,4.94
9362,1.0,4.98,37.638,56.0,56.0,4.91
9363,1.0,4.98,37.638,0.0,0.0,4.91
9364,1.0,5.0,37.638,1.0,1.0,5.0
9365,1.0,4.91,34.68,33.0,33.0,4.91
9366,1.0,4.83,66.198,80.0,80.0,4.94
9367,1.0,4.83,53.89679999999999,0.0,0.0,4.94
9368,1.0,4.73,22.95,15.0,15.0,5.0
9369,1.0,4.63,22.95,43.0,43.0,4.77
9370,1.0,5.0,51.357,34.0,34.0,4.94
9371,1.0,5.0,61.199999999999996,28.0,28.0,4.96
9372,1.0,4.69,46.715999999999994,70.0,70.0,4.83
9373,1.0,4.84,76.449,91.0,91.0,4.92
9374,1.0,5.0,57.93599999999999,5.0,5.0,5.0
9375,1.0,4.85,75.12299999999999,25.2,25.2,4.9
9376,1.0,4.35,62.474999999999994,17.0,17.0,4.9
9377,1.0,4.35,62.474999999999994,0.0,0.0,4.9
9378,1.0,4.8,32.129999999999995,64.0,64.0,4.53
9379,1.0,4.8,102.0,0.0,0.0,4.53
9380,1.0,4.97,43.961999999999996,36.0,36.0,4.92
9381,1.0,4.69,120.51299999999999,13.0,13.0,4.92
9382,1.0,4.8,26.468999999999998,64.0,64.0,4.55
9383,1.0,4.76,41.769,110.0,110.0,4.84
9384,1.0,4.76,102.0,0.0,0.0,4.84
9385,1.0,4.97,22.491,31.0,31.0,4.87
9386,1.0,4.97,53.89679999999999,0.0,0.0,4.87
9387,1.0,4.83,53.89679999999999,6.0,6.0,4.9
9388,1.0,4.75,64.61699999999999,64.0,64.0,4.81
9389,1.0,4.65,43.605,17.0,17.0,4.9
9390,1.0,4.98,110.874,106.0,106.0,5.0
9391,1.0,4.98,56.099999999999994,0.0,0.0,5.0
9392,1.0,4.79,15.248999999999999,14.0,14.0,4.86
9393,1.0,4.88,39.830999999999996,90.0,90.0,4.81
9394,1.0,4.49,53.907,93.0,93.0,4.9
9395,1.0,4.84,35.699999999999996,51.0,51.0,4.92
9396,1.0,4.7,58.038,10.0,10.0,4.9
9397,1.0,4.71,56.049,28.0,28.0,4.57
9398,1.0,4.71,56.049,0.0,0.0,4.57
9399,1.0,5.0,68.85,12.0,12.0,4.92
9400,1.0,4.57,68.85,7.0,7.0,4.86
9401,1.0,4.57,68.85,0.0,0.0,4.86
9402,1.0,4.59,53.89679999999999,32.0,32.0,4.66
9403,1.0,4.59,53.89679999999999,0.0,0.0,4.66
9404,1.0,4.91,53.89679999999999,11.0,11.0,5.0
9405,1.0,4.84,66.249,55.0,55.0,4.95
9406,1.0,4.67,44.829,69.0,69.0,4.81
9407,1.0,5.0,61.199999999999996,15.0,15.0,4.8
9408,1.0,4.74,37.842,25.2,25.2,4.9
9409,1.0,4.66,46.971,100.0,100.0,4.86
9410,1.0,4.66,62.424,0.0,0.0,4.86
9411,1.0,4.72,45.9,58.0,58.0,4.98
9412,1.0,4.98,55.13099999999999,46.0,46.0,4.98
9413,1.0,5.0,44.574,1.0,1.0,5.0
9414,1.0,5.0,53.89679999999999,2.0,2.0,5.0
9415,1.0,4.77,76.5,25.2,25.2,4.95
9416,1.0,4.72,32.844,36.0,36.0,4.89
9417,1.0,4.81,25.5,110.0,110.0,4.86
9418,1.0,4.94,47.276999999999994,82.0,82.0,4.89
9419,1.0,4.97,86.69999999999999,30.0,30.0,4.97
9420,1.0,4.33,19.38,24.0,24.0,4.75
9421,1.0,4.91,107.1,45.0,45.0,5.0
9422,1.0,4.59,39.321,75.0,75.0,4.75
9423,1.0,4.5,39.321,10.0,10.0,4.9
9424,1.0,4.75,39.321,8.0,8.0,4.88
9425,1.0,5.0,39.321,1.0,1.0,5.0
9426,1.0,4.94,69.564,102.0,102.0,4.96
9427,1.0,4.94,53.89679999999999,0.0,0.0,4.96
9428,1.0,4.8,49.266,25.0,25.0,4.84
9429,1.0,4.96,63.74999999999999,25.2,25.2,4.97
9430,1.0,4.8,63.74999999999999,5.0,5.0,4.8
9431,1.0,4.61,42.278999999999996,70.0,70.0,4.94
9432,1.0,4.93,26.52,105.0,105.0,4.98
9433,1.0,4.95,31.671,87.0,87.0,5.0
9434,1.0,4.95,53.89679999999999,0.0,0.0,5.0
9435,1.0,5.0,30.956999999999997,67.0,67.0,5.0
9436,1.0,5.0,30.956999999999997,0.0,0.0,5.0
9437,1.0,4.83,22.541999999999998,12.0,12.0,5.0
9438,1.0,4.83,23.459999999999997,0.0,0.0,5.0
9439,1.0,4.62,53.89679999999999,105.0,105.0,4.66
9440,1.0,4.62,53.89679999999999,0.0,0.0,4.66
9441,1.0,4.79,20.91,67.0,67.0,4.68
9442,1.0,4.79,20.91,0.0,0.0,4.68
9443,1.0,4.5,39.779999999999994,30.0,30.0,4.9
9444,1.0,4.87,53.89679999999999,95.0,95.0,4.98
9445,1.0,5.0,22.95,1.0,1.0,5.0
9446,1.0,4.67,65.841,87.0,87.0,4.61
9447,1.0,4.68,63.74999999999999,44.0,44.0,4.82
9448,1.0,4.92,62.373,52.0,52.0,5.0
9449,1.0,4.92,57.93599999999999,0.0,0.0,5.0
9450,1.0,4.96,67.371,112.0,112.0,4.96
9451,1.0,5.0,50.489999999999995,2.0,2.0,4.9
9452,1.0,4.54,56.406,25.2,25.2,4.9
9453,1.0,4.6,49.520999999999994,5.0,5.0,4.8
9454,1.0,4.6,16.677,111.0,111.0,4.85
9455,1.0,4.94,108.375,18.0,18.0,5.0
9456,1.0,4.94,108.375,0.0,0.0,5.0
9457,1.0,4.76,65.43299999999999,33.0,33.0,4.88
9458,1.0,4.33,22.95,6.0,6.0,4.9
9459,1.0,4.83,49.47,6.0,6.0,5.0
9460,1.0,4.75,64.20899999999999,8.0,8.0,4.9
9461,1.0,4.84,46.971,113.0,113.0,4.81
9462,1.0,5.0,64.20899999999999,2.0,2.0,5.0
9463,1.0,5.0,64.20899999999999,3.0,3.0,5.0
9464,1.0,4.92,81.6,25.0,25.0,4.92
9465,1.0,5.0,17.34,1.0,1.0,5.0
9466,1.0,4.8,35.699999999999996,4.0,4.0,4.9
9467,1.0,4.59,21.369,25.2,25.2,4.8
9468,1.0,4.8,35.699999999999996,14.0,14.0,4.9
9469,1.0,4.92,79.05,78.0,78.0,4.97
9470,1.0,4.79,112.098,24.0,24.0,4.79
9471,1.0,4.95,24.429,57.0,57.0,4.96
9472,1.0,4.73,23.102999999999998,71.0,71.0,4.69
9473,1.0,5.0,33.15,13.0,13.0,5.0
9474,1.0,4.93,48.449999999999996,67.0,67.0,4.91
9475,1.0,4.85,36.669,67.0,67.0,4.76
9476,1.0,4.9,74.40899999999999,94.0,94.0,4.95
9477,1.0,4.87,47.94,47.0,47.0,4.87
9478,1.0,4.87,11.729999999999999,0.0,0.0,4.87
9479,1.0,4.83,46.257,12.0,12.0,5.0
9480,1.0,4.95,31.313999999999997,104.0,104.0,4.99
9481,1.0,4.84,92.00399999999999,25.2,25.2,4.86
9482,1.0,4.8,92.00399999999999,4.0,4.0,5.0
9483,1.0,4.96,56.81399999999999,46.0,46.0,4.93
9484,1.0,5.0,22.95,5.0,5.0,5.0
9485,1.0,4.61,56.406,23.0,23.0,4.83
9486,1.0,4.58,58.854,60.0,60.0,4.72
9487,1.0,4.8,58.854,13.0,13.0,4.9
9488,1.0,4.8,58.854,0.0,0.0,4.9
9489,1.0,4.85,63.74999999999999,20.0,20.0,4.9
9490,1.0,5.0,74.71499999999999,19.0,19.0,4.79
9491,1.0,4.84,31.365,56.0,56.0,4.91
9492,1.0,4.88,25.5,67.0,67.0,4.85
9493,1.0,4.99,80.58,106.0,106.0,4.99
9494,1.0,4.92,80.58,50.0,50.0,4.92
9495,1.0,4.83,38.25,6.0,6.0,4.83
9496,1.0,4.73,123.624,95.0,95.0,4.96
9497,1.0,4.82,47.583,25.2,25.2,4.91
9498,1.0,4.91,59.16,25.2,25.2,4.9
9499,1.0,4.82,55.845,44.0,44.0,4.86
9500,1.0,5.0,127.49999999999999,2.0,2.0,5.0
9501,1.0,4.8,91.8,1.0,1.0,5.0
9502,1.0,5.0,81.6,7.0,7.0,4.86
9503,1.0,5.0,48.449999999999996,0.0,0.0,4.86
9504,1.0,4.65,36.006,34.0,34.0,4.53
9505,1.0,4.65,36.006,0.0,0.0,4.53
9506,1.0,4.8,45.9,11.0,11.0,4.9
9507,1.0,4.8,45.9,9.0,9.0,4.67
9508,1.0,4.8,33.15,6.0,6.0,4.9
9509,1.0,4.84,35.699999999999996,25.0,25.0,4.96
9510,1.0,4.9,44.574,21.0,21.0,4.81
9511,1.0,4.5,43.299,10.0,10.0,5.0
9512,1.0,4.76,36.312,85.0,85.0,4.9
9513,1.0,4.83,28.049999999999997,25.2,25.2,4.88
9514,1.0,4.8,28.049999999999997,5.0,5.0,5.0
9515,1.0,4.95,29.58,110.0,110.0,4.91
9516,1.0,4.78,52.071,49.0,49.0,4.9
9517,1.0,4.59,47.888999999999996,25.2,25.2,4.64
9518,1.0,4.66,27.54,25.2,25.2,4.84
9519,1.0,5.0,53.89679999999999,1.0,1.0,5.0
9520,1.0,4.56,25.5,25.0,25.0,4.68
9521,1.0,5.0,53.89679999999999,4.0,4.0,5.0
9522,1.0,4.91,43.349999999999994,11.0,11.0,5.0
9523,1.0,4.87,30.089999999999996,25.2,25.2,5.0
9524,1.0,4.76,30.089999999999996,41.0,41.0,4.88
9525,1.0,4.33,33.15,6.0,6.0,4.9
9526,1.0,4.72,65.33099999999999,25.2,25.2,4.78
9527,1.0,4.64,53.397,81.0,81.0,4.6
9528,1.0,4.86,50.642999999999994,29.0,29.0,5.0
9529,1.0,4.91,36.363,47.0,47.0,4.91
9530,1.0,4.8,15.299999999999999,2.0,2.0,4.9
9531,1.0,4.8,10.812,0.0,0.0,4.9
9532,1.0,4.8,8.568,4.0,4.0,4.75
9533,1.0,4.63,26.009999999999998,67.0,67.0,4.72
9534,1.0,4.63,8.568,0.0,0.0,4.72
9535,1.0,5.0,8.568,2.0,2.0,5.0
9536,1.0,4.8,10.149,7.0,7.0,4.9
9537,1.0,5.0,38.25,1.0,1.0,5.0
9538,1.0,4.94,36.974999999999994,96.0,96.0,4.92
9539,1.0,4.94,36.974999999999994,0.0,0.0,4.92
9540,1.0,4.84,36.974999999999994,32.0,32.0,4.97
9541,1.0,4.8,146.676,56.0,56.0,4.8
9542,1.0,4.75,84.14999999999999,76.0,76.0,4.82
9543,1.0,4.67,69.10499999999999,83.0,83.0,4.69
9544,1.0,4.67,69.10499999999999,0.0,0.0,4.69
9545,1.0,4.89,37.23,27.0,27.0,4.81
9546,1.0,4.88,121.53299999999999,25.2,25.2,4.73
9547,1.0,4.92,71.04299999999999,114.0,114.0,4.95
9548,1.0,4.93,59.364,84.0,84.0,4.9
9549,1.0,4.64,91.749,11.0,11.0,4.82
9550,1.0,4.92,128.571,76.0,76.0,4.96
9551,1.0,4.92,8.721,0.0,0.0,4.96
9552,1.0,4.94,102.0,33.0,33.0,4.88
9553,1.0,4.61,30.549,118.0,118.0,4.84
9554,1.0,4.8,128.367,98.0,98.0,4.69
9555,1.0,4.8,8.568,0.0,0.0,4.69
9556,1.0,4.86,142.08599999999998,14.0,14.0,5.0
9557,1.0,4.83,47.583,25.2,25.2,4.96
9558,1.0,4.92,138.66899999999998,25.2,25.2,4.96
9559,1.0,4.77,91.8,70.0,70.0,4.8
9560,1.0,4.97,53.89679999999999,67.0,67.0,4.9
9561,1.0,4.83,135.25199999999998,12.0,12.0,4.83
9562,1.0,4.51,20.552999999999997,25.2,25.2,4.85
9563,1.0,5.0,43.349999999999994,1.0,1.0,5.0
9564,1.0,5.0,81.6,0.0,0.0,5.0
9565,1.0,5.0,17.391,0.0,0.0,5.0
9566,1.0,4.8,48.449999999999996,24.0,24.0,4.63
9567,1.0,4.92,62.270999999999994,50.0,50.0,4.82
9568,1.0,4.89,39.372,25.2,25.2,5.0
9569,1.0,4.89,39.372,0.0,0.0,5.0
9570,1.0,4.49,35.649,63.0,63.0,4.9
9571,1.0,4.71,92.259,25.2,25.2,4.62
9572,1.0,4.92,145.35,62.0,62.0,4.89
9573,1.0,4.92,145.35,0.0,0.0,4.89
9574,1.0,4.73,29.630999999999997,25.2,25.2,4.88
9575,1.0,4.77,31.619999999999997,57.0,57.0,4.82
9576,1.0,4.67,37.382999999999996,6.0,6.0,4.9
9577,1.0,4.89,53.89679999999999,9.0,9.0,5.0
9578,1.0,4.88,83.13,25.2,25.2,4.97
9579,1.0,4.86,104.34599999999999,25.2,25.2,4.71
9580,1.0,4.57,104.34599999999999,7.0,7.0,4.86
9581,1.0,4.79,104.34599999999999,25.2,25.2,4.76
9582,1.0,4.6,26.825999999999997,98.0,98.0,4.91
9583,1.0,4.88,26.825999999999997,60.0,60.0,4.88
9584,1.0,4.9,53.907,104.0,104.0,4.97
9585,1.0,4.78,33.15,32.0,32.0,4.78
9586,1.0,4.83,43.349999999999994,53.0,53.0,4.96
9587,1.0,4.81,43.656,108.0,108.0,4.92
9588,1.0,4.59,38.25,29.0,29.0,4.9
9589,1.0,4.62,34.629,53.0,53.0,4.94
9590,1.0,4.82,63.903,25.2,25.2,4.89
9591,1.0,4.89,37.23,113.0,113.0,4.95
9592,1.0,4.56,14.28,45.0,45.0,4.87
9593,1.0,4.75,60.129,8.0,8.0,5.0
9594,1.0,4.86,23.817,22.0,22.0,4.91
9595,1.0,4.83,47.123999999999995,46.0,46.0,4.93
9596,1.0,4.63,47.123999999999995,92.0,92.0,4.76
9597,1.0,5.0,47.123999999999995,3.0,3.0,5.0
9598,1.0,4.86,24.020999999999997,51.0,51.0,4.73
9599,1.0,5.0,53.89679999999999,1.0,1.0,5.0
9600,1.0,5.0,112.098,0.0,0.0,5.0
9601,1.0,4.82,64.719,25.2,25.2,4.87
9602,1.0,4.9,52.172999999999995,106.0,106.0,4.92
9603,1.0,5.0,22.95,19.0,19.0,5.0
9604,1.0,4.81,22.95,16.0,16.0,4.88
9605,1.0,5.0,56.099999999999994,4.0,4.0,5.0
9606,1.0,4.7,33.15,30.0,30.0,4.8
9607,1.0,4.73,26.52,25.2,25.2,4.79
9608,1.0,4.61,46.715999999999994,36.0,36.0,4.86
9609,1.0,4.83,79.61099999999999,47.0,47.0,4.94
9610,1.0,4.73,79.61099999999999,22.0,22.0,4.91
9611,1.0,4.73,102.0,0.0,0.0,4.91
9612,1.0,4.83,41.361,6.0,6.0,4.83
9613,1.0,4.54,60.69,28.0,28.0,4.93
9614,1.0,4.79,30.395999999999997,34.0,34.0,4.97
9615,1.0,4.88,67.83,124.0,124.0,4.95
9616,1.0,4.92,38.199,25.2,25.2,4.97
9617,1.0,4.9,76.65299999999999,88.0,88.0,4.73
9618,1.0,4.92,48.449999999999996,39.0,39.0,4.97
9619,1.0,4.48,63.546,101.0,101.0,4.85
9620,1.0,4.8,63.546,10.0,10.0,4.8
9621,1.0,4.67,22.134,36.0,36.0,4.78
9622,1.0,5.0,42.839999999999996,49.0,49.0,5.0
9623,1.0,4.85,12.699,20.0,20.0,4.95
9624,1.0,4.85,12.699,0.0,0.0,4.95
