,host_response_rate,review_scores_cleanliness,price,number_of_reviews,number_of_reviews,review_scores_communication
527,1.0,4.88,580.0,41.0,41.0,4.98
528,1.0,4.73,442.0,26.0,26.0,4.76
529,1.0,4.8,499.0,30.0,30.0,4.93
530,1.0,4.76,167.0,10.0,10.0,4.89
531,1.0,4.76,488.0,0.0,0.0,4.89
532,1.0,4.75,356.9,8.0,8.0,5.0
533,1.0,4.6,552.0,10.0,10.0,5.0
534,1.0,4.44,663.0,10.0,10.0,4.93
535,1.0,4.46,339.0,10.0,10.0,4.74
536,1.0,4.94,780.0,10.0,10.0,4.94
537,1.0,4.92,150.0,25.0,25.0,4.92
538,0.93,4.55,191.0,10.0,10.0,4.91
539,0.93,4.55,414.0,0.0,0.0,4.91
540,1.0,4.75,773.0,24.0,24.0,4.92
541,1.0,4.61,131.0,32.0,32.0,4.87
542,1.0,4.42,500.0,12.0,12.0,4.83
543,1.0,4.78,350.0,45.0,45.0,5.0
544,1.0,4.9,215.0,9.0,9.0,5.0
545,1.0,5.0,414.0,10.0,10.0,4.97
546,0.98,5.0,80.0,3.0,3.0,5.0
547,1.0,4.52,215.0,23.0,23.0,4.96
548,1.0,4.75,218.0,21.0,21.0,4.81
549,0.96,5.0,1105.0,6.0,6.0,4.83
550,1.0,5.0,130.0,10.0,10.0,5.0
551,1.0,4.39,168.0,10.0,10.0,4.87
552,1.0,4.88,240.0,49.0,49.0,4.96
553,1.0,5.0,356.9,9.0,9.0,5.0
554,1.0,4.9,236.0,10.0,10.0,4.93
555,1.0,4.56,404.0,10.0,10.0,5.0
556,1.0,4.42,272.0,48.0,48.0,5.0
557,1.0,4.92,252.0,10.0,10.0,5.0
558,1.0,4.68,342.0,10.0,10.0,5.0
559,1.0,5.0,663.0,1.0,1.0,5.0
560,1.0,4.6,206.0,16.0,16.0,5.0
561,0.97,4.61,223.0,10.0,10.0,4.91
562,0.85,4.48,142.0,27.0,27.0,5.0
563,1.0,4.52,205.0,21.0,21.0,4.95
564,0.85,4.54,162.0,10.0,10.0,5.0
565,0.85,4.7,161.0,10.0,10.0,4.75
566,0.85,4.7,250.0,0.0,0.0,4.75
567,1.0,4.4,167.0,31.0,31.0,5.0
568,1.0,4.76,110.0,10.0,10.0,4.96
569,0.89,4.56,480.0,48.0,48.0,4.92
570,1.0,4.83,590.0,6.0,6.0,5.0
571,0.89,4.79,356.9,14.0,14.0,5.0
572,1.0,4.87,242.0,10.0,10.0,4.87
573,0.98,4.9,194.0,10.0,10.0,5.0
574,1.0,4.9,336.0,6.0,6.0,5.0
575,1.0,4.5,895.0,2.0,2.0,5.0
576,0.86,4.44,222.0,25.0,25.0,5.0
577,1.0,4.63,428.0,42.0,42.0,5.0
578,1.0,4.92,350.0,10.0,10.0,4.9
579,0.95,4.66,319.0,10.0,10.0,4.88
580,1.0,4.65,155.0,10.0,10.0,4.98
581,1.0,4.75,270.0,13.0,13.0,5.0
582,1.0,4.75,96.0,0.0,0.0,5.0
583,1.0,4.79,362.0,10.0,10.0,4.97
584,1.0,4.8,686.0,10.0,10.0,4.97
585,1.0,5.0,900.0,15.0,15.0,5.0
586,1.0,4.87,581.0,10.0,10.0,4.93
587,1.0,4.95,199.0,41.0,41.0,4.98
588,1.0,4.69,538.0,13.0,13.0,4.92
589,1.0,4.88,380.0,10.0,10.0,4.93
590,1.0,4.74,196.0,10.0,10.0,4.89
591,1.0,4.67,493.0,27.0,27.0,4.81
592,1.0,4.89,700.0,27.0,27.0,4.96
593,1.0,4.64,134.0,51.0,51.0,4.94
594,1.0,4.91,702.0,10.0,10.0,5.0
595,1.0,4.83,293.0,23.0,23.0,4.96
596,1.0,4.81,360.0,16.0,16.0,4.88
597,1.0,5.0,1100.0,5.0,5.0,5.0
598,1.0,4.71,136.0,17.0,17.0,5.0
599,1.0,4.77,900.0,10.0,10.0,4.99
600,0.9,5.0,1080.0,1.0,1.0,5.0
601,1.0,4.79,298.0,10.0,10.0,4.92
602,0.98,4.84,250.0,10.0,10.0,4.89
603,1.0,4.9,254.0,10.0,10.0,4.96
604,1.0,5.0,249.0,10.0,10.0,4.88
605,1.0,4.75,356.9,8.0,8.0,5.0
606,1.0,4.75,73.0,40.0,40.0,4.9
607,1.0,4.89,143.0,10.0,10.0,4.87
608,1.0,4.9,150.0,46.0,46.0,4.85
609,1.0,4.82,1100.0,11.0,11.0,5.0
610,1.0,5.0,147.0,1.0,1.0,5.0
611,1.0,4.9,350.0,10.0,10.0,5.0
612,1.0,4.86,276.0,10.0,10.0,4.95
613,1.0,4.95,450.0,10.0,10.0,4.95
614,1.0,4.92,174.0,10.0,10.0,4.99
615,1.0,4.89,263.0,10.0,10.0,4.97
616,1.0,4.88,579.0,10.0,10.0,4.92
617,1.0,5.0,1105.0,4.0,4.0,4.75
618,1.0,4.79,333.0,19.0,19.0,4.79
619,1.0,4.57,200.0,14.0,14.0,4.93
620,1.0,4.98,356.9,10.0,10.0,4.96
621,1.0,5.0,210.0,5.0,5.0,5.0
622,0.98,4.88,306.0,10.0,10.0,4.89
623,1.0,4.66,330.0,10.0,10.0,4.91
624,1.0,4.33,550.0,10.0,10.0,4.84
625,1.0,4.54,180.0,48.0,48.0,4.9
626,1.0,4.92,136.0,10.0,10.0,4.89
627,1.0,4.6,474.0,10.0,10.0,4.9
628,1.0,4.66,253.0,10.0,10.0,4.82
629,1.0,4.91,256.0,35.0,35.0,5.0
630,1.0,5.0,480.0,24.0,24.0,4.91
631,1.0,4.94,286.0,10.0,10.0,4.98
632,1.0,4.8,324.0,10.0,10.0,4.89
633,1.0,4.99,290.0,10.0,10.0,4.98
634,1.0,4.72,356.9,10.0,10.0,4.87
635,1.0,4.81,350.0,53.0,53.0,4.96
636,1.0,4.71,309.0,10.0,10.0,4.94
637,1.0,5.0,529.0,7.0,7.0,5.0
638,1.0,4.31,226.0,13.0,13.0,4.77
639,1.0,4.92,555.0,12.0,12.0,5.0
640,1.0,4.92,356.9,0.0,0.0,5.0
641,1.0,4.89,288.0,27.0,27.0,4.92
642,1.0,4.6,264.0,10.0,10.0,4.91
643,1.0,5.0,356.9,5.0,5.0,5.0
644,0.96,4.9,356.9,4.0,4.0,5.0
645,1.0,4.92,301.0,10.0,10.0,4.98
646,1.0,4.8,189.0,10.0,10.0,4.99
647,1.0,4.6,387.0,25.0,25.0,5.0
648,1.0,4.6,356.9,0.0,0.0,5.0
649,1.0,4.78,500.0,18.0,18.0,4.94
650,0.9,4.93,393.0,46.0,46.0,4.95
651,0.98,4.6,525.0,20.0,20.0,4.8
652,1.0,4.69,790.0,13.0,13.0,5.0
653,1.0,4.68,200.0,10.0,10.0,4.92
654,1.0,4.89,190.0,10.0,10.0,4.8
655,1.0,4.73,421.0,10.0,10.0,4.89
656,1.0,5.0,356.9,1.0,1.0,5.0
657,1.0,4.5,90.0,10.0,10.0,5.0
658,0.9,4.87,636.0,10.0,10.0,4.96
659,1.0,4.97,386.0,10.0,10.0,4.99
660,0.98,4.8,355.0,10.0,10.0,5.0
661,1.0,4.95,511.0,19.0,19.0,4.89
662,1.0,4.87,240.0,10.0,10.0,4.91
663,0.98,4.8,331.0,30.0,30.0,5.0
664,1.0,4.53,356.9,10.0,10.0,4.8
665,0.98,4.39,381.0,10.0,10.0,5.0
666,0.98,4.9,552.0,8.0,8.0,5.0
667,1.0,4.73,875.0,40.0,40.0,4.8
668,1.0,4.73,356.9,0.0,0.0,4.8
669,0.9,4.69,280.0,10.0,10.0,4.86
670,1.0,5.0,525.0,6.0,6.0,5.0
671,1.0,4.87,206.0,10.0,10.0,4.97
672,1.0,4.87,250.0,0.0,0.0,4.97
673,0.98,5.0,331.0,3.0,3.0,5.0
674,1.0,4.7,318.0,10.0,10.0,4.88
675,1.0,4.7,356.9,0.0,0.0,4.88
676,1.0,4.9,356.9,1.0,1.0,5.0
677,1.0,4.93,200.0,10.0,10.0,4.93
678,1.0,4.95,220.0,10.0,10.0,4.95
679,1.0,4.6,220.0,31.0,31.0,4.9
680,1.0,4.6,220.0,12.0,12.0,4.82
681,1.0,5.0,90.0,7.0,7.0,5.0
682,1.0,4.57,165.0,8.0,8.0,5.0
683,1.0,4.79,183.0,10.0,10.0,4.98
684,1.0,5.0,354.0,4.0,4.0,5.0
685,1.0,4.73,287.0,10.0,10.0,4.94
686,1.0,4.92,179.0,10.0,10.0,4.99
687,1.0,4.94,356.9,10.0,10.0,4.97
688,1.0,4.73,356.9,10.0,10.0,4.92
689,1.0,4.71,356.9,17.0,17.0,4.82
690,1.0,4.4,273.0,13.0,13.0,5.0
691,1.0,4.9,300.0,10.0,10.0,4.98
692,1.0,5.0,356.9,2.0,2.0,5.0
693,1.0,5.0,99.0,5.0,5.0,5.0
694,1.0,4.5,129.0,4.0,4.0,5.0
695,1.0,4.5,356.9,0.0,0.0,5.0
696,1.0,4.5,1050.0,0.0,0.0,5.0
697,1.0,4.9,1000.0,3.0,3.0,5.0
698,1.0,4.58,1129.0,12.0,12.0,4.92
699,1.0,4.7,330.0,10.0,10.0,4.88
700,1.0,4.8,300.0,21.0,21.0,5.0
701,1.0,4.8,300.0,49.0,49.0,4.98
702,1.0,4.84,165.0,10.0,10.0,4.88
703,1.0,4.76,500.0,25.0,25.0,5.0
704,0.98,4.88,359.0,10.0,10.0,4.76
705,1.0,5.0,663.0,3.0,3.0,5.0
706,1.0,4.5,410.0,4.0,4.0,4.75
707,1.0,4.85,130.0,10.0,10.0,4.94
708,1.0,4.85,682.0,33.0,33.0,4.91
709,1.0,4.48,350.0,10.0,10.0,5.0
710,1.0,4.79,120.0,10.0,10.0,4.91
711,1.0,4.61,400.0,10.0,10.0,4.94
712,1.0,4.63,356.9,8.0,8.0,5.0
713,1.0,4.7,170.0,20.0,20.0,4.85
714,1.0,4.7,356.9,0.0,0.0,4.85
715,0.98,5.0,387.0,22.0,22.0,4.95
716,1.0,4.87,313.0,10.0,10.0,4.96
717,1.0,4.52,365.0,10.0,10.0,4.82
718,1.0,4.9,900.0,12.0,12.0,4.75
719,1.0,4.8,108.0,11.0,11.0,4.89
720,1.0,4.95,120.0,10.0,10.0,4.93
721,1.0,4.95,356.9,0.0,0.0,4.93
722,0.92,4.93,293.0,10.0,10.0,4.95
723,1.0,4.96,300.0,26.0,26.0,5.0
724,1.0,4.48,301.0,48.0,48.0,5.0
725,1.0,4.96,350.0,10.0,10.0,4.97
726,1.0,4.73,350.0,11.0,11.0,4.82
727,1.0,4.88,356.9,16.0,16.0,4.94
728,1.0,4.5,472.0,12.0,12.0,4.92
729,0.98,4.72,470.0,19.0,19.0,5.0
730,1.0,4.43,330.0,7.0,7.0,4.86
731,1.0,4.78,75.0,54.0,54.0,4.87
732,1.0,4.71,429.0,7.0,7.0,4.86
733,1.0,4.71,356.9,0.0,0.0,4.86
734,1.0,4.9,857.0,5.0,5.0,5.0
735,1.0,4.97,843.0,39.0,39.0,4.79
736,1.0,4.58,83.0,31.0,31.0,4.74
737,1.0,4.6,1000.0,5.0,5.0,5.0
738,1.0,4.56,357.0,18.0,18.0,5.0
739,1.0,4.63,302.0,8.0,8.0,4.88
740,1.0,5.0,440.0,2.0,2.0,5.0
741,1.0,4.77,146.0,48.0,48.0,4.88
742,1.0,4.48,129.0,10.0,10.0,4.9
743,1.0,4.95,240.0,10.0,10.0,4.97
744,0.95,4.9,356.9,1.0,1.0,5.0
745,0.95,4.93,356.9,14.0,14.0,5.0
746,1.0,4.78,420.0,27.0,27.0,4.78
747,0.98,4.78,442.0,46.0,46.0,5.0
748,1.0,4.52,171.0,10.0,10.0,4.81
749,0.95,4.67,171.0,3.0,3.0,5.0
750,0.95,5.0,414.0,1.0,1.0,5.0
751,1.0,4.43,242.0,49.0,49.0,4.84
752,1.0,4.96,297.0,10.0,10.0,4.97
753,1.0,4.86,251.0,35.0,35.0,4.91
754,1.0,4.82,324.0,50.0,50.0,4.86
755,1.0,5.0,320.0,30.0,30.0,4.97
756,0.98,4.49,220.0,10.0,10.0,5.0
757,1.0,4.62,195.0,10.0,10.0,4.97
758,1.0,5.0,829.0,1.0,1.0,5.0
759,1.0,4.92,127.0,13.0,13.0,4.85
760,1.0,4.82,157.0,11.0,11.0,5.0
761,1.0,4.94,299.0,10.0,10.0,4.93
762,1.0,4.78,180.0,10.0,10.0,4.81
763,1.0,4.45,180.0,10.0,10.0,5.0
764,0.98,4.71,333.0,10.0,10.0,4.9
765,1.0,4.82,238.0,10.0,10.0,4.84
766,1.0,4.8,163.0,10.0,10.0,4.81
767,1.0,4.4,150.0,52.0,52.0,4.85
768,1.0,4.84,300.0,10.0,10.0,4.99
769,1.0,4.93,330.0,57.0,57.0,5.0
770,1.0,4.9,330.0,1.0,1.0,5.0
771,1.0,5.0,210.0,12.0,12.0,5.0
772,1.0,4.73,790.0,10.0,10.0,4.89
773,1.0,4.85,550.0,42.0,42.0,4.9
774,1.0,4.88,230.0,10.0,10.0,4.96
775,1.0,4.8,594.0,20.0,20.0,4.85
776,0.88,4.42,286.0,50.0,50.0,5.0
777,1.0,4.58,356.9,10.0,10.0,4.73
778,1.0,5.0,249.0,1.0,1.0,5.0
779,1.0,4.57,671.0,21.0,21.0,5.0
780,1.0,4.91,283.0,10.0,10.0,4.79
781,1.0,5.0,400.0,13.0,13.0,5.0
782,1.0,4.88,273.0,43.0,43.0,4.91
783,1.0,4.54,276.0,10.0,10.0,4.79
784,1.0,5.0,250.0,3.0,3.0,5.0
785,1.0,4.79,267.0,10.0,10.0,4.85
786,1.0,4.79,265.0,0.0,0.0,4.85
787,1.0,4.36,203.0,10.0,10.0,4.92
788,1.0,4.88,116.0,49.0,49.0,4.92
789,1.0,5.0,450.0,4.0,4.0,5.0
790,1.0,4.59,205.0,46.0,46.0,4.78
791,1.0,4.85,160.0,10.0,10.0,4.96
792,1.0,5.0,100.0,4.0,4.0,5.0
793,0.98,4.9,180.0,49.0,49.0,5.0
794,0.98,4.9,356.9,0.0,0.0,5.0
795,0.9,4.7,286.0,10.0,10.0,4.76
796,1.0,4.43,310.0,47.0,47.0,5.0
797,1.0,4.5,230.0,2.0,2.0,5.0
798,0.9,4.78,337.0,51.0,51.0,4.98
799,1.0,4.9,420.0,10.0,10.0,4.96
800,1.0,4.81,480.0,10.0,10.0,4.86
801,1.0,4.78,120.0,18.0,18.0,4.83
802,1.0,5.0,283.0,11.0,11.0,5.0
803,1.0,4.81,350.0,37.0,37.0,4.84
804,1.0,4.83,609.0,41.0,41.0,4.98
805,0.95,4.78,850.0,9.0,9.0,5.0
806,1.0,4.55,278.0,10.0,10.0,4.88
807,1.0,5.0,437.0,10.0,10.0,4.9
808,1.0,4.78,509.0,9.0,9.0,4.78
809,1.0,4.8,350.0,10.0,10.0,4.93
810,1.0,4.95,66.0,10.0,10.0,4.96
811,1.0,4.9,250.0,5.0,5.0,4.8
812,1.0,4.97,227.0,10.0,10.0,5.0
813,1.0,4.74,356.9,10.0,10.0,4.95
814,1.0,4.79,379.0,10.0,10.0,4.83
815,1.0,4.94,840.0,31.0,31.0,5.0
816,1.0,4.67,215.0,6.0,6.0,4.83
817,1.0,5.0,600.0,1.0,1.0,5.0
818,1.0,4.7,164.0,10.0,10.0,4.94
819,1.0,4.88,313.0,51.0,51.0,4.9
820,1.0,4.88,900.0,0.0,0.0,4.9
821,1.0,5.0,161.0,44.0,44.0,4.95
822,1.0,4.9,560.0,21.0,21.0,4.95
823,1.0,4.68,252.0,10.0,10.0,4.91
824,1.0,4.9,87.0,9.0,9.0,5.0
825,1.0,4.29,270.0,7.0,7.0,5.0
826,1.0,4.29,552.0,0.0,0.0,5.0
827,1.0,4.78,120.0,10.0,10.0,4.83
828,1.0,4.93,314.0,44.0,44.0,5.0
829,1.0,4.96,299.0,10.0,10.0,5.0
830,1.0,4.78,507.0,29.0,29.0,4.97
831,1.0,4.84,327.0,10.0,10.0,4.84
832,1.0,4.5,356.9,6.0,6.0,5.0
833,1.0,4.91,179.0,10.0,10.0,4.94
834,1.0,4.9,160.0,6.0,6.0,5.0
835,1.0,4.44,229.0,10.0,10.0,4.79
836,1.0,4.71,421.0,21.0,21.0,5.0
837,1.0,4.71,356.9,0.0,0.0,5.0
838,1.0,4.92,283.0,10.0,10.0,4.96
839,1.0,4.33,800.0,6.0,6.0,5.0
840,1.0,4.91,170.0,47.0,47.0,4.89
841,1.0,5.0,552.0,4.0,4.0,5.0
842,1.0,4.39,264.0,10.0,10.0,5.0
843,1.0,4.79,224.0,10.0,10.0,4.82
844,0.98,4.75,356.9,12.0,12.0,4.92
845,1.0,4.94,700.0,10.0,10.0,4.9
846,1.0,4.77,344.0,10.0,10.0,4.93
847,1.0,4.78,371.0,18.0,18.0,4.94
848,1.0,4.96,145.0,10.0,10.0,5.0
849,1.0,4.94,180.0,10.0,10.0,4.94
850,1.0,4.74,290.0,31.0,31.0,4.9
851,1.0,4.77,104.0,30.0,30.0,4.8
852,1.0,4.97,366.0,10.0,10.0,4.98
853,1.0,4.98,217.0,10.0,10.0,4.99
854,1.0,5.0,448.0,5.0,5.0,5.0
855,1.0,4.48,160.0,25.0,25.0,4.8
856,1.0,4.67,350.0,24.0,24.0,5.0
857,1.0,5.0,450.0,2.0,2.0,5.0
858,1.0,5.0,1105.0,1.0,1.0,5.0
859,1.0,4.88,598.0,24.0,24.0,4.83
860,1.0,5.0,219.0,6.0,6.0,5.0
861,1.0,5.0,356.9,0.0,0.0,5.0
862,1.0,4.93,390.0,10.0,10.0,4.92
863,1.0,4.8,613.0,5.0,5.0,5.0
864,1.0,4.89,278.0,10.0,10.0,4.96
865,1.0,4.88,200.0,10.0,10.0,4.96
866,1.0,4.8,525.0,10.0,10.0,4.9
867,1.0,4.86,650.0,43.0,43.0,5.0
868,1.0,4.37,155.0,10.0,10.0,5.0
869,1.0,4.94,300.0,33.0,33.0,5.0
870,0.9,4.54,383.0,10.0,10.0,4.81
871,0.9,4.54,356.9,0.0,0.0,4.81
872,1.0,4.81,295.0,16.0,16.0,5.0
873,0.89,4.9,800.0,2.0,2.0,5.0
874,0.89,4.8,680.0,25.0,25.0,5.0
875,0.9,4.53,383.0,10.0,10.0,4.87
876,1.0,5.0,557.0,4.0,4.0,5.0
877,1.0,4.84,967.0,31.0,31.0,4.94
878,1.0,4.81,269.0,48.0,48.0,4.98
879,1.0,4.81,356.9,0.0,0.0,4.98
880,1.0,4.82,356.9,10.0,10.0,4.92
881,1.0,4.98,150.0,10.0,10.0,5.0
882,1.0,4.5,356.9,6.0,6.0,4.83
883,1.0,4.42,818.0,27.0,27.0,5.0
884,1.0,4.71,818.0,7.0,7.0,5.0
885,1.0,4.9,899.0,21.0,21.0,5.0
886,1.0,4.76,171.0,10.0,10.0,4.92
887,1.0,4.58,190.0,12.0,12.0,4.83
888,1.0,5.0,857.0,2.0,2.0,5.0
889,1.0,4.77,356.9,14.0,14.0,5.0
890,1.0,4.79,186.0,10.0,10.0,4.91
891,1.0,4.83,356.9,58.0,58.0,4.98
892,1.0,4.83,850.0,0.0,0.0,4.98
893,1.0,5.0,356.9,16.0,16.0,4.88
894,1.0,5.0,200.0,0.0,0.0,4.88
895,0.88,4.63,295.0,58.0,58.0,4.84
896,1.0,4.76,821.0,10.0,10.0,4.92
897,1.0,4.62,356.9,13.0,13.0,4.92
898,1.0,4.79,195.0,10.0,10.0,4.88
899,0.9,4.57,330.0,28.0,28.0,4.75
900,0.9,4.57,356.9,0.0,0.0,4.75
901,1.0,4.89,435.0,19.0,19.0,5.0
902,1.0,4.81,356.9,16.0,16.0,4.81
903,1.0,4.79,471.0,10.0,10.0,4.92
904,1.0,4.79,356.9,0.0,0.0,4.92
905,0.92,4.55,156.0,10.0,10.0,5.0
906,0.92,4.29,180.0,38.0,38.0,4.84
907,0.92,5.0,356.9,1.0,1.0,5.0
908,1.0,4.86,411.0,10.0,10.0,4.93
909,1.0,5.0,414.0,6.0,6.0,5.0
910,1.0,4.95,297.0,10.0,10.0,4.9
911,1.0,5.0,274.0,1.0,1.0,5.0
912,1.0,5.0,276.0,2.0,2.0,5.0
913,1.0,4.75,700.0,10.0,10.0,4.89
914,1.0,5.0,356.9,3.0,3.0,5.0
915,1.0,5.0,73.0,4.0,4.0,5.0
916,1.0,4.93,650.0,14.0,14.0,5.0
917,1.0,5.0,81.0,7.0,7.0,5.0
918,1.0,4.91,400.0,23.0,23.0,5.0
919,1.0,4.7,210.0,10.0,10.0,4.89
920,1.0,4.83,73.0,6.0,6.0,5.0
921,1.0,4.43,552.0,58.0,58.0,4.95
922,1.0,5.0,356.9,4.0,4.0,5.0
923,1.0,4.67,100.0,12.0,12.0,4.83
924,1.0,4.51,159.0,37.0,37.0,4.89
925,1.0,4.86,250.0,14.0,14.0,4.93
926,1.0,5.0,356.9,1.0,1.0,5.0
927,1.0,4.78,571.0,10.0,10.0,4.96
928,1.0,5.0,450.0,2.0,2.0,5.0
929,1.0,5.0,414.0,0.0,0.0,5.0
930,1.0,4.81,914.0,31.0,31.0,4.77
931,0.92,4.86,230.0,10.0,10.0,4.92
932,1.0,4.84,329.0,10.0,10.0,4.98
933,1.0,4.84,356.9,0.0,0.0,4.98
934,1.0,4.88,73.0,16.0,16.0,4.94
935,1.0,4.88,356.9,0.0,0.0,4.94
936,1.0,4.65,130.0,17.0,17.0,4.94
937,1.0,4.89,326.0,10.0,10.0,4.84
938,1.0,4.53,477.0,10.0,10.0,4.83
939,1.0,5.0,800.0,2.0,2.0,5.0
940,1.0,5.0,106.0,36.0,36.0,5.0
941,1.0,5.0,750.0,1.0,1.0,5.0
942,1.0,4.87,389.0,10.0,10.0,4.93
943,1.0,4.87,800.0,0.0,0.0,4.93
944,1.0,4.75,221.0,48.0,48.0,4.9
945,1.0,5.0,221.0,12.0,12.0,5.0
946,1.0,5.0,356.9,0.0,0.0,5.0
947,1.0,5.0,356.9,0.0,0.0,5.0
948,1.0,4.88,800.0,24.0,24.0,5.0
949,1.0,4.88,356.9,0.0,0.0,5.0
950,1.0,4.85,157.0,10.0,10.0,4.8
951,1.0,4.29,480.0,17.0,17.0,4.94
952,1.0,4.29,356.9,0.0,0.0,4.94
953,1.0,4.29,356.9,0.0,0.0,4.94
954,1.0,5.0,743.0,1.0,1.0,5.0
955,1.0,4.38,700.0,8.0,8.0,5.0
956,1.0,4.68,381.0,28.0,28.0,4.89
957,1.0,5.0,300.0,11.0,11.0,5.0
958,1.0,5.0,356.9,0.0,0.0,5.0
959,1.0,5.0,550.0,0.0,0.0,5.0
960,1.0,5.0,400.0,0.0,0.0,5.0
961,1.0,5.0,750.0,0.0,0.0,5.0
962,1.0,5.0,356.9,0.0,0.0,5.0
963,1.0,5.0,356.9,0.0,0.0,5.0
964,1.0,5.0,356.9,0.0,0.0,5.0
965,1.0,4.82,885.0,11.0,11.0,4.91
966,1.0,4.76,202.0,10.0,10.0,4.9
967,1.0,4.64,399.0,22.0,22.0,4.91
968,1.0,4.82,616.0,10.0,10.0,4.92
969,1.0,5.0,680.0,4.0,4.0,5.0
970,1.0,5.0,900.0,0.0,0.0,5.0
971,1.0,4.5,900.0,14.0,14.0,5.0
972,1.0,4.97,133.0,10.0,10.0,4.95
973,1.0,4.8,189.0,10.0,10.0,4.84
974,1.0,4.75,560.0,16.0,16.0,5.0
975,0.9,4.81,700.0,21.0,21.0,4.9
976,0.9,5.0,331.0,24.0,24.0,4.91
977,1.0,4.96,379.0,10.0,10.0,4.99
978,1.0,4.83,165.0,10.0,10.0,4.93
979,1.0,4.87,400.0,10.0,10.0,4.89
980,1.0,4.87,400.0,0.0,0.0,4.89
981,1.0,4.87,356.9,0.0,0.0,4.89
982,1.0,4.67,356.9,3.0,3.0,5.0
983,1.0,5.0,446.0,1.0,1.0,5.0
984,1.0,4.75,350.0,4.0,4.0,4.75
985,1.0,5.0,420.0,1.0,1.0,5.0
986,1.0,4.28,260.0,10.0,10.0,5.0
987,1.0,4.58,200.0,39.0,39.0,5.0
988,1.0,4.9,293.0,10.0,10.0,4.9
989,1.0,4.9,356.9,15.0,15.0,4.87
990,1.0,4.9,356.9,0.0,0.0,4.87
991,1.0,4.9,356.9,0.0,0.0,4.87
992,1.0,4.9,356.9,0.0,0.0,4.87
993,1.0,5.0,1099.0,14.0,14.0,5.0
994,1.0,5.0,1105.0,0.0,0.0,5.0
995,0.9,5.0,460.0,1.0,1.0,5.0
996,1.0,4.64,250.0,14.0,14.0,4.86
997,1.0,4.67,220.0,10.0,10.0,4.79
998,1.0,5.0,225.0,3.0,3.0,5.0
999,1.0,5.0,356.9,0.0,0.0,5.0
1000,1.0,4.81,516.0,10.0,10.0,4.85
1001,1.0,5.0,586.0,9.0,9.0,5.0
1002,1.0,5.0,431.0,7.0,7.0,5.0
1003,1.0,5.0,286.0,0.0,0.0,5.0
1004,1.0,5.0,224.0,21.0,21.0,5.0
1005,1.0,4.76,300.0,10.0,10.0,4.99
1006,1.0,4.8,336.0,10.0,10.0,5.0
1007,1.0,4.97,250.0,10.0,10.0,5.0
1008,1.0,4.63,343.0,32.0,32.0,5.0
1009,1.0,4.29,500.0,7.0,7.0,5.0
1010,1.0,5.0,356.9,15.0,15.0,5.0
1011,1.0,5.0,356.9,0.0,0.0,5.0
1012,1.0,4.9,356.9,6.0,6.0,4.83
1013,1.0,4.9,1000.0,0.0,0.0,4.83
1014,1.0,4.9,1000.0,0.0,0.0,4.83
1015,1.0,4.9,356.9,0.0,0.0,4.83
1016,1.0,4.59,409.0,27.0,27.0,4.74
1017,1.0,4.59,750.0,0.0,0.0,4.74
1018,1.0,4.5,443.0,20.0,20.0,4.89
1019,1.0,4.9,689.0,10.0,10.0,4.9
1020,1.0,5.0,689.0,5.0,5.0,4.8
1021,1.0,4.86,338.0,10.0,10.0,4.94
1022,1.0,4.79,191.0,10.0,10.0,4.87
1023,1.0,4.79,200.0,24.0,24.0,5.0
1024,1.0,4.79,994.0,0.0,0.0,5.0
1025,1.0,5.0,361.0,30.0,30.0,4.93
1026,1.0,4.9,180.0,49.0,49.0,5.0
1027,1.0,5.0,385.0,30.0,30.0,5.0
1028,1.0,4.96,1079.0,10.0,10.0,4.94
1029,1.0,4.64,295.0,25.0,25.0,4.84
1030,1.0,4.33,356.9,3.0,3.0,5.0
1031,1.0,5.0,406.0,1.0,1.0,5.0
1032,1.0,4.88,317.0,10.0,10.0,4.93
1033,1.0,4.73,510.0,52.0,52.0,4.94
1034,1.0,4.31,135.0,10.0,10.0,5.0
1035,1.0,5.0,300.0,1.0,1.0,5.0
1036,1.0,5.0,538.0,1.0,1.0,5.0
1037,1.0,4.38,100.0,30.0,30.0,4.79
1038,1.0,5.0,300.0,3.0,3.0,5.0
1039,1.0,5.0,586.0,0.0,0.0,5.0
1040,1.0,4.86,650.0,7.0,7.0,5.0
1041,1.0,4.86,650.0,0.0,0.0,5.0
1042,1.0,5.0,142.0,32.0,32.0,4.97
1043,1.0,5.0,356.9,0.0,0.0,4.97
1044,1.0,5.0,356.9,6.0,6.0,5.0
1045,1.0,4.96,360.0,27.0,27.0,4.96
1046,1.0,4.72,130.0,36.0,36.0,4.89
1047,1.0,4.74,111.0,10.0,10.0,4.86
1048,1.0,4.84,900.0,10.0,10.0,4.94
1049,1.0,4.33,430.0,21.0,21.0,5.0
1050,1.0,4.33,1000.0,0.0,0.0,5.0
1051,1.0,4.33,356.9,0.0,0.0,5.0
1052,1.0,4.33,356.9,0.0,0.0,5.0
1053,1.0,4.42,207.0,31.0,31.0,4.84
1054,1.0,4.3,170.0,10.0,10.0,4.9
1055,1.0,4.44,216.0,10.0,10.0,4.91
1056,1.0,5.0,261.0,7.0,7.0,5.0
1057,1.0,5.0,500.0,2.0,2.0,5.0
1058,1.0,4.9,228.0,10.0,10.0,4.98
1059,1.0,4.9,150.0,0.0,0.0,4.98
